IlmnID	Strand	UCSC_RefGene_Name	UCSC_RefGene_Accession	class
cg20279327	F			Enhancer
cg15454385	F	PDGFA;PDGFA	NM_002607;NM_033023	Enhancer
cg22831526	F			Enhancer
cg08243728	R	PPP1R13L;PPP1R13L	NM_001142502;NM_006663	Enhancer
cg00235508	R			Enhancer
cg14171369	F			Enhancer
cg19867107	F			Enhancer
cg13244312	R	TTC9	NM_015351	Enhancer
cg05888643	R			Enhancer
cg05030953	R	HLA-C	NM_002117	Enhancer
cg07266431	R	CDK6;CDK6	NM_001259;NM_001145306	Enhancer
cg25207248	R			Enhancer
cg01561259	F	RPTOR;RPTOR	NM_001163034;NM_020761	Enhancer
cg23946695	R	FOXC1	NM_001453	Enhancer
cg17834632	R	METRNL	NM_001004431	Enhancer
cg06902607	F			Enhancer
cg05986933	F	HAAO	NM_012205	Enhancer
cg09680447	F			Enhancer
cg18708013	F	ZC3H12D	NM_207360	Enhancer
cg19841005	R	PIP5K1C	NM_012398	Enhancer
cg21253335	R			Enhancer
cg08453458	R			Enhancer
cg03217173	F			Enhancer
cg12559925	F	SH3BP4	NM_014521	Enhancer
cg17537307	F	DTHD1;DTHD1	NM_001170700;NM_001136536	Enhancer
cg07314829	F	ADORA3	NM_001081976	Enhancer
cg14101193	F			Enhancer
cg25329734	R	RGS9;RGS9;RGS9	NM_003835;NM_001081955;NM_001165933	Enhancer
cg18891127	F			Enhancer
cg20707630	F			Enhancer
cg13155421	R			Enhancer
cg08700707	R	MSLN;MSLN	NM_005823;NM_013404	Enhancer
cg11528176	R			Enhancer
cg05591270	F	LOC283050;LOC283050;LOC283050	NR_024431;NR_024429;NR_015429	Enhancer
cg21975834	F			Enhancer
cg20427312	R	ORC2L	NM_006190	Enhancer
cg00193521	F			Enhancer
cg14403184	R			Enhancer
cg19961980	R			Enhancer
cg19041006	F	PEG3;PEG3;ZIM2;PEG3;PEG3;ZIM2;ZIM2	NM_001146184;NM_001146185;NM_001146326;NM_006210;NM_001146187;NM_001146327;NM_015363	Enhancer
cg18453446	R			Enhancer
cg22478317	R			Enhancer
cg04150136	R			Enhancer
cg08318283	F			Enhancer
cg08151063	R			Enhancer
cg10653926	F	HMHA1	NM_012292	Enhancer
cg05201300	F	ATP6V0E1	NM_003945	Enhancer
cg01276497	R	C11orf91	NM_001166692	Enhancer
cg26139975	R			Enhancer
cg15647364	R			Enhancer
cg07301795	R	ADAM19	NM_033274	Enhancer
cg19494818	R	MPP4	NM_033066	Enhancer
cg15360648	R			Enhancer
cg09944400	F	TMCC3	NM_020698	Enhancer
cg18554789	F	HIPK2;HIPK2	NM_001113239;NM_022740	Enhancer
cg14595786	R	SIGLEC9	NM_014441	Enhancer
cg07186962	R			Enhancer
cg16973527	R			Enhancer
cg09981198	F			Enhancer
cg12792086	F	CPLX1	NM_006651	Enhancer
cg20188017	F			Enhancer
cg00291366	R			Enhancer
cg04646674	R	NFIX	NM_002501	Enhancer
cg01602730	R			Enhancer
cg02609279	F	ITGA4	NM_000885	Enhancer
cg09841889	F			Enhancer
cg10921702	R			Enhancer
cg13410764	R			Enhancer
cg15043615	F			Enhancer
cg21684021	R	CELSR2	NM_001408	Enhancer
cg25371169	R	PLEKHA2	NM_021623	Enhancer
cg25017777	F	H6PD	NM_004285	Enhancer
cg06398114	R	TTYH3	NM_025250	Enhancer
cg16744996	F	KIAA0247	NM_014734	Enhancer
cg22305268	F			Enhancer
cg01576275	F			Enhancer
cg16311946	R	INPP5A	NM_005539	Enhancer
cg02124184	F	RGNEF	NM_001080479	Enhancer
cg27605300	R			Enhancer
cg04714939	F	ZMIZ1	NM_020338	Enhancer
cg00566961	R			Enhancer
cg11418508	R			Enhancer
cg15877233	F	C7orf10	NM_024728	Enhancer
cg09745430	R	BACH2;BACH2	NM_021813;NM_001170794	Enhancer
cg25104124	F			Enhancer
cg09558425	F			Enhancer
cg25555753	R			Enhancer
cg15896696	F	MAD1L1;MAD1L1;MAD1L1	NM_003550;NM_001013837;NM_001013836	Enhancer
cg18550820	R			Enhancer
cg09416512	R			Enhancer
cg18154283	R			Enhancer
cg19687075	R	NOTCH1	NM_017617	Enhancer
cg13784017	R			Enhancer
cg20559634	F			Enhancer
cg09871265	F			Enhancer
cg24495667	F	NID1	NM_002508	Enhancer
cg21089930	F	DTX4	NM_015177	Enhancer
cg03110382	R			Enhancer
cg00509649	F	SLC12A7	NM_006598	Enhancer
cg23256882	F			Enhancer
cg12565636	F	IDO2	NM_194294	Enhancer
cg05890855	R			Enhancer
cg05915139	R	PITPNM2	NM_020845	Enhancer
cg20003368	R			Enhancer
cg20488673	F			Enhancer
cg15837308	F			Enhancer
cg07695771	F			Enhancer
cg13768290	R			Enhancer
cg17806401	F	LYN;LYN	NM_002350;NM_001111097	Enhancer
cg20207763	R			Enhancer
cg22785294	R	TBCD;ZNF750	NM_005993;NM_024702	Enhancer
cg06318402	F			Enhancer
cg09950916	R			Enhancer
cg07992308	R	KCNA7	NM_031886	Enhancer
cg26792894	F			Enhancer
cg01785359	R	PLEKHA2	NM_021623	Enhancer
cg11828470	F	NLRP1;NLRP1;NLRP1;NLRP1;NLRP1	NM_014922;NM_001033053;NM_033006;NM_033007;NM_033004	Enhancer
cg10441898	F			Enhancer
cg04177244	F	UNC5B	NM_170744	Enhancer
cg14169886	F	PRDM16;PRDM16	NM_022114;NM_199454	Enhancer
cg24783211	R			Enhancer
cg27627493	F			Enhancer
cg25154482	F	RNF130	NM_018434	Enhancer
cg11262850	F			Enhancer
cg14118946	F			Enhancer
cg06874403	F			Enhancer
cg21228424	F	PRPH2	NM_000322	Enhancer
cg25608078	R			Enhancer
cg14262955	R			Enhancer
cg13704531	R	NCK2;NCK2	NM_003581;NM_001004722	Enhancer
cg27425709	F			Enhancer
cg23535137	F	CRADD	NM_003805	Enhancer
cg23476877	F			Enhancer
cg25602536	F			Enhancer
cg17388712	R			Enhancer
cg22373770	F			Enhancer
cg09267773	R			Enhancer
cg02101876	F			Enhancer
cg20031845	F			Enhancer
cg17248487	R	AHRR	NM_020731	Enhancer
cg14647190	R			Enhancer
cg04678916	R			Enhancer
cg16045271	R	PLXNA2	NM_025179	Enhancer
cg08800396	R			Enhancer
cg06758448	R			Enhancer
cg12068280	F	HIF3A;HIF3A	NM_022462;NM_152795	Enhancer
cg02539809	R	C7orf58;C7orf58	NM_001105533;NM_024913	Enhancer
cg18082362	F			Enhancer
cg26203879	F	GRK5	NM_005308	Enhancer
cg00988148	R			Enhancer
cg03455316	R			Enhancer
cg23402821	F			Enhancer
cg17692230	F			Enhancer
cg24536818	F	KIAA0748;KIAA0748	NM_001136030;NM_001098815	Enhancer
cg19051416	F			Enhancer
cg03411579	R			Enhancer
cg10592478	F	RARG;RARG	NM_001042728;NM_000966	Enhancer
cg09108314	F	FGF2	NM_002006	Enhancer
cg01099875	R	THBD	NM_000361	Enhancer
cg01534871	F	C1orf151	NM_001032363	Enhancer
cg11039729	F	CCNY;CCNY	NM_145012;NM_181698	Enhancer
cg11334730	R			Enhancer
cg15200009	R			Enhancer
cg13642537	R			Enhancer
cg12377816	R			Enhancer
cg01940964	F	FLNC;FLNC	NM_001127487;NM_001458	Enhancer
cg18471664	R			Enhancer
cg12491114	F	KRT19	NM_002276	Enhancer
cg27092594	R			Enhancer
cg27629290	F	JAKMIP2	NM_014790	Enhancer
cg09671650	F	PITPNC1;PITPNC1	NM_181671;NM_012417	Enhancer
cg03910767	R			Enhancer
cg17003212	F			Enhancer
cg03726817	F			Enhancer
cg04637264	R			Enhancer
cg05096467	F	TEX14;TEX14	NM_198393;NM_031272	Enhancer
cg01356872	R			Enhancer
cg02420480	F			Enhancer
cg13777730	F			Enhancer
cg11876705	R	RASGRP4;RASGRP4;RASGRP4;RASGRP4;RASGRP4;RASGRP4;RASGRP4	NM_001146202;NM_170604;NM_001146205;NM_001146203;NM_001146207;NM_001146204;NM_001146206	Enhancer
cg23348081	F			Enhancer
cg18894460	F			Enhancer
cg10495572	R			Enhancer
cg22772691	R	SLC12A7	NM_006598	Enhancer
cg03945538	F	PRDX6	NM_004905	Enhancer
cg01973676	R	CUX1;CUX1;CUX1	NM_181500;NM_181552;NM_001913	Enhancer
cg20674701	F			Enhancer
cg04893558	R	AASS	NM_005763	Enhancer
cg11763066	R			Enhancer
cg09410271	R	CD86;CD86	NM_006889;NM_175862	Enhancer
cg08380379	R	AOX2P	NR_001557	Enhancer
cg01699293	F			Enhancer
cg12224508	F			Enhancer
cg08852894	F			Enhancer
cg05505961	R	ARSG	NM_014960	Enhancer
cg20389635	R	PTHLH;PTHLH;PTHLH;PTHLH	NM_198964;NM_198965;NM_198966;NM_002820	Enhancer
cg06601203	F			Enhancer
cg17322774	R	PTPRN2;PTPRN2;PTPRN2	NM_002847;NM_130842;NM_130843	Enhancer
cg07362569	R	SMARCD2;SMARCD2	NM_001098426;NM_003077	Enhancer
cg14482968	R	COL5A1	NM_000093	Enhancer
cg17307989	R	RGS6	NM_004296	Enhancer
cg13804575	F	ZNF462	NM_021224	Enhancer
cg04296540	R			Enhancer
cg27206407	R			Enhancer
cg12736773	R			Enhancer
cg12593541	F			Enhancer
cg01207473	R			Enhancer
cg23322122	F	NFATC1;NFATC1;NFATC1;NFATC1	NM_006162;NM_172388;NM_172389;NM_172387	Enhancer
cg11653134	R			Enhancer
cg18167946	F			Enhancer
cg21395191	R	PANX2;PANX2;PANX2	NM_001160300;NM_052839;NR_027691	Enhancer
cg13048911	F			Enhancer
cg03315557	R			Enhancer
cg25568241	F			Enhancer
cg00738919	F	C7orf50;C7orf50;C7orf50	NM_001134395;NM_032350;NM_001134396	Enhancer
cg24809973	F			Enhancer
cg01434694	F	FAM38A	NM_001142864	Enhancer
cg16657152	F			Enhancer
cg16788286	F			Enhancer
cg03610852	R			Enhancer
cg06699216	R	CSGALNACT1;CSGALNACT1;CSGALNACT1	NM_018371;NM_001130518;NR_024040	Enhancer
cg13354934	F			Enhancer
cg01790032	F			Enhancer
cg26470479	R			Enhancer
cg11468193	R	SEPT9	NM_001113491	Enhancer
cg22688815	R			Enhancer
cg05714119	R			Enhancer
cg15761609	F	FAM20A	NM_017565	Enhancer
cg22964469	R	SORL1	NM_003105	Enhancer
cg03753813	R			Enhancer
cg05468064	R			Enhancer
cg23063243	F	ONECUT1	NM_004498	Enhancer
cg01231009	R			Enhancer
cg08792272	R			Enhancer
cg14294321	F			Enhancer
cg19276111	R	CNR2	NM_001841	Enhancer
cg12995113	F	ASAM	NM_024769	Enhancer
cg05232694	R			Enhancer
cg05644498	F	SMAD9;SMAD9	NM_001127217;NM_005905	Enhancer
cg17546366	R			Enhancer
cg21055554	F	IQCD	NM_138451	Enhancer
cg24503003	F			Enhancer
cg25869196	F	IL1RL1;IL1RL1	NM_016232;NM_003856	Enhancer
cg16656979	F			Enhancer
cg17723156	F	HTRA1	NM_002775	Enhancer
cg00221658	R			Enhancer
cg14255617	F	HLA-DQB2	NR_003937	Enhancer
cg10786870	F	ZNF225	NM_013362	Enhancer
cg23981702	R			Enhancer
cg09173681	R	NCF2;NCF2	NM_001127651;NM_000433	Enhancer
cg04329382	R	LOC400931	NR_027033	Enhancer
cg15059225	F			Enhancer
cg04553112	F			Enhancer
cg05514971	R	FAM129B;FAM129B	NM_022833;NM_001035534	Enhancer
cg25338134	R	GXYLT2	NM_001080393	Enhancer
cg24679624	R			Enhancer
cg27457457	R			Enhancer
cg16693612	R	KCNA7	NM_031886	Enhancer
cg14276557	F			Enhancer
cg10700634	F	PLEKHG5	NM_198681	Enhancer
cg13800005	R			Enhancer
cg14101485	F	NFIC;NFIC	NM_005597;NM_205843	Enhancer
cg25169679	R			Enhancer
cg09565806	F	RFTN2	NM_144629	Enhancer
cg16365421	R			Enhancer
cg19410791	R	CD8A	NM_001145873	Enhancer
cg06834637	F			Enhancer
cg01108392	F	PPDPF	NM_024299	Enhancer
cg07751277	R			Enhancer
cg12524725	R			Enhancer
cg19858413	R			Enhancer
cg14893857	R	HSP90AA1;HSP90AA1	NM_005348;NM_001017963	Enhancer
cg23484655	R			Enhancer
cg19906926	F	KLHL5;KLHL5	NM_001171654;NM_001007075	Enhancer
cg04098891	F	NPR3	NM_000908	Enhancer
cg07748583	R			Enhancer
cg19825589	R	CD79A;CD79A	NM_001783;NM_021601	Enhancer
cg13323489	F			Enhancer
cg00009088	R	VPS37C	NM_017966	Enhancer
cg25738116	R	PA2G4P4	NR_003284	Enhancer
cg00842095	F	KIAA0247	NM_014734	Enhancer
cg09223687	F			Enhancer
cg03376308	R			Enhancer
cg21282907	R			Enhancer
cg07355688	R	BARX2	NM_003658	Enhancer
cg05057352	F	XYLT1	NM_022166	Enhancer
cg16196211	F			Enhancer
cg19526568	R			Enhancer
cg02524099	R			Enhancer
cg00527440	F	THAP4;THAP4	NM_015963;NM_001164356	Enhancer
cg09399878	R			Enhancer
cg26985446	R			Enhancer
cg06929449	R			Enhancer
cg25823142	R			Enhancer
cg21382890	R	NFE2L2;NFE2L2;NFE2L2	NM_006164;NM_001145413;NM_001145412	Enhancer
cg27663123	R	CCDC88C	NM_001080414	Enhancer
cg22958957	R	PMP22;PMP22;PMP22	NM_153322;NM_000304;NM_153321	Enhancer
cg10361765	R	NAV2	NM_001111018	Enhancer
cg27162642	F	GPR133	NM_198827	Enhancer
cg03564320	F	RPRM	NM_019845	Enhancer
cg06218338	R			Enhancer
cg11418427	F	TP53BP2;TP53BP2	NM_001031685;NM_005426	Enhancer
cg14396008	R			Enhancer
cg11073811	F	PTPRF;PTPRF	NM_002840;NM_130440	Enhancer
cg25360385	R	GALNT6	NM_007210	Enhancer
cg15626828	R	PTPRC;PTPRC;PTPRC;PTPRC	NM_080922;NM_002838;NM_080923;NM_080921	Enhancer
cg14919130	F	LAMA2;LAMA2	NM_001079823;NM_000426	Enhancer
cg16228359	R			Enhancer
cg20347666	F	DGKI	NM_004717	Enhancer
cg26416981	F	NINJ2	NM_016533	Enhancer
cg16589299	R	EBF3	NM_001005463	Enhancer
cg14594187	R	DAB2IP	NM_032552	Enhancer
cg00524561	R			Enhancer
cg14841337	F	CD247;CD247	NM_198053;NM_000734	Enhancer
cg06093152	R			Enhancer
cg14473756	F			Enhancer
cg27617775	F			Enhancer
cg00684075	F			Enhancer
cg15367453	R			Enhancer
cg17436460	R	CUBN	NM_001081	Enhancer
cg19312085	R			Enhancer
cg19434183	R			Enhancer
cg22877570	F	TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK	NM_001161563;NM_001161566;NM_001161560;NR_027767;NM_001161565;NM_001161561;NM_015028;NM_001161562;NM_001161564	Enhancer
cg04504205	R	ZMYND8;LOC100131496;ZMYND8;ZMYND8	NM_183048;NR_024594;NM_183047;NM_012408	Enhancer
cg23123017	F			Enhancer
cg11998141	R	MIR596	NR_030326	Enhancer
cg13942103	R			Enhancer
cg03842822	F	COL23A1	NM_173465	Enhancer
cg02095290	F	PLEKHA7	NM_175058	Enhancer
cg11998200	R	CDK6;CDK6	NM_001259;NM_001145306	Enhancer
cg25144135	R			Enhancer
cg20657903	F	C10orf128	NM_001010863	Enhancer
cg05191655	R			Enhancer
cg26994377	F			Enhancer
cg18352616	R	RGS12;RGS12;RGS12	NM_198229;NM_198227;NM_002926	Enhancer
cg04818594	F			Enhancer
cg14661148	F			Enhancer
cg16445574	R			Enhancer
cg20429104	F	ZNF516	NM_014643	Enhancer
cg03528137	R			Enhancer
cg24158259	F			Enhancer
cg26340725	F			Enhancer
cg12616923	R			Enhancer
cg03116016	R	C16orf45	NM_033201	Enhancer
cg03507593	R	NCOR2;NCOR2	NM_006312;NM_001077261	Enhancer
cg23421114	F			Enhancer
cg25774608	R			Enhancer
cg03380198	F	IGF1R	NM_000875	Enhancer
cg08911152	R	TG;SLA;SLA	NM_003235;NM_001045557;NM_001045556	Enhancer
cg06792126	R			Enhancer
cg22017900	F			Enhancer
cg11317473	F			Enhancer
cg02433564	F			Enhancer
cg00791854	R	IL6R;IL6R	NM_181359;NM_000565	Enhancer
cg25581222	R	CSNK1G1	NM_022048	Enhancer
cg19453938	R			Enhancer
cg00509136	F	RRAS	NM_006270	Enhancer
cg03742273	F			Enhancer
cg04407215	R			Enhancer
cg11983196	F			Enhancer
cg19530168	R			Enhancer
cg08541649	F			Enhancer
cg26695909	F	ZNF704	NM_001033723	Enhancer
cg10188797	F	TBC1D16	NM_019020	Enhancer
cg24133207	F	MIR149;PP14571;GPC1	NR_029702;NR_024014;NM_002081	Enhancer
cg10941185	R	DLC1;DLC1	NM_006094;NM_182643	Enhancer
cg21069500	F	CXXC5	NM_016463	Enhancer
cg02090160	F			Enhancer
cg00232402	R			Enhancer
cg17419626	R			Enhancer
cg00912277	R			Enhancer
cg23169762	F	C6orf145	NM_183373	Enhancer
cg15063687	F	CAMTA1	NM_015215	Enhancer
cg15016701	R	PPM1H	NM_020700	Enhancer
cg06885189	R			Enhancer
cg02325160	F	FAT1	NM_005245	Enhancer
cg17327067	R	PLEC1;PLEC1;PLEC1;PLEC1	NM_000445;NM_201378;NM_201379;NM_201380	Enhancer
cg26066887	F	HCCA2	NM_053005	Enhancer
cg04212846	F	RUNX1;RUNX1	NM_001001890;NM_001754	Enhancer
cg12151296	F	CCND3;CCND3	NM_001136017;NM_001136126	Enhancer
cg13686857	F	NTM;NTM;NTM;NTM	NM_001144059;NM_001048209;NM_001144058;NM_016522	Enhancer
cg08141959	F			Enhancer
cg05415606	F	C2orf58	NR_027252	Enhancer
cg04592144	F			Enhancer
cg07617338	R			Enhancer
cg20024403	R	METRNL	NM_001004431	Enhancer
cg24851858	R			Enhancer
cg09473725	F	CD247;CD247	NM_198053;NM_000734	Enhancer
cg06480171	F			Enhancer
cg03486991	F			Enhancer
cg00245454	R	FNIP2	NM_020840	Enhancer
cg13394559	R			Enhancer
cg26283879	F			Enhancer
cg20478239	F			Enhancer
cg23960088	R	AMACR;AMACR;AMACR;AMACR;AMACR;AMACR	NM_001167595;NM_001167597;NM_001167596;NM_001167598;NM_203382;NM_014324	Enhancer
cg06804210	F	CD8A	NM_001145873	Enhancer
cg27366280	F	TRAK1;TRAK1	NM_001042646;NM_014965	Enhancer
cg16001689	R			Enhancer
cg22483449	R	SLC39A14;SLC39A14;SLC39A14;SLC39A14	NM_001128431;NM_001135153;NM_015359;NM_001135154	Enhancer
cg13304350	F			Enhancer
cg24727480	R	KCTD10	NM_031954	Enhancer
cg16928046	R	TBX21	NM_013351	Enhancer
cg19770281	F			Enhancer
cg22941573	R	TMEM189;TMEM189-UBE2V1;TMEM189;TMEM189	NM_001162505;NM_199203;NR_027889;NM_199129	Enhancer
cg16587707	F	SLC22A18AS;SLC22A18	NM_007105;NM_183233	Enhancer
cg21168489	R	CTSL3	NR_027917	Enhancer
cg16728846	F	MRGPRF;MRGPRF	NM_001098515;NM_145015	Enhancer
cg08285677	F			Enhancer
cg07393570	F			Enhancer
cg15551096	F	RPS6KA2;RPS6KA2	NM_021135;NM_001006932	Enhancer
cg21324456	R	ATP9A	NM_006045	Enhancer
cg24071719	R			Enhancer
cg24126768	R			Enhancer
cg05350800	F			Enhancer
cg07576931	R			Enhancer
cg05091135	F			Enhancer
cg20268689	R			Enhancer
cg16536016	R	PLEKHA2	NM_021623	Enhancer
cg06183123	R			Enhancer
cg19789753	R			Enhancer
cg10754341	R			Enhancer
cg06769820	F			Enhancer
cg25597117	R			Enhancer
cg14225719	R	TMC1	NM_138691	Enhancer
cg07845136	F			Enhancer
cg12438547	R			Enhancer
cg26243376	R			Enhancer
cg18533546	R	ARHGEF10	NM_014629	Enhancer
cg22322343	F	CDH2	NM_001792	Enhancer
cg14626725	R			Enhancer
cg20786280	R	PURG;WRN	NM_001015508;NM_000553	Enhancer
cg22191981	F			Enhancer
cg23683800	F			Enhancer
cg08478685	R	HPCAL1;HPCAL1	NM_002149;NM_134421	Enhancer
cg26404422	F	ETS1;ETS1;ETS1	NM_001143820;NM_001162422;NM_005238	Enhancer
cg14040358	F	SH3GL1	NM_003025	Enhancer
cg20283895	R	TNS4	NM_032865	Enhancer
cg26082814	R			Enhancer
cg16530596	R	TMCC2	NM_014858	Enhancer
cg08774868	R	SEMA3C	NM_006379	Enhancer
cg06536614	F	MIR886	NR_030583	Enhancer
cg01312394	F			Enhancer
cg05475109	F			Enhancer
cg10857221	F	SEPT9	NM_001113491	Enhancer
cg24376214	R	RASGRP4;RASGRP4;RASGRP4;RASGRP4;RASGRP4;RASGRP4;RASGRP4	NM_001146202;NM_170604;NM_001146205;NM_001146203;NM_001146207;NM_001146204;NM_001146206	Enhancer
cg14355911	F			Enhancer
cg12126686	F	CD22	NM_001771	Enhancer
cg21842920	F	ADAP1	NM_006869	Enhancer
cg01493727	R	NRN1	NM_016588	Enhancer
cg10686304	R			Enhancer
cg12930176	R			Enhancer
cg00292029	R			Enhancer
cg02928797	R	PLEKHG5	NM_198681	Enhancer
cg25009965	R	ZBTB16;ZBTB16	NM_006006;NM_001018011	Enhancer
cg12515366	F			Enhancer
cg08594695	F	C18orf16;AQP4	NR_026908;NM_001650	Enhancer
cg04603976	F	ZBTB7A	NM_015898	Enhancer
cg07436694	R	METTL9;METTL9	NM_001077180;NM_016025	Enhancer
cg04387396	F	SGPL1	NM_003901	Enhancer
cg16510793	F			Enhancer
cg03449513	R			Enhancer
cg06379435	R			Enhancer
cg05315321	R	RAD51L1;RAD51L1;RAD51L1	NM_133509;NM_002877;NM_133510	Enhancer
cg00511167	R	CEP63;CEP63;CEP63;CEP63	NM_001042383;NM_001042400;NM_001042384;NM_025180	Enhancer
cg15526535	R	TNFRSF1B	NM_001066	Enhancer
cg12562828	R			Enhancer
cg27652464	F	FAM19A5	NM_001082967	Enhancer
cg02849956	R			Enhancer
cg08373904	F	HCCA2	NM_053005	Enhancer
cg14460715	F	TBCD	NM_005993	Enhancer
cg23391641	R			Enhancer
cg08202165	F			Enhancer
cg01393234	F			Enhancer
cg17345741	F			Enhancer
cg07011538	R			Enhancer
cg14064335	F			Enhancer
cg14440664	F	PDCD1LG2	NM_025239	Enhancer
cg26242708	R	TG	NM_003235	Enhancer
cg18807929	R	IGFBP5	NM_000599	Enhancer
cg07333545	F			Enhancer
cg24371377	F	RASA3	NM_007368	Enhancer
cg01815263	F	EDEM1	NM_014674	Enhancer
cg20280170	R			Enhancer
cg20826151	F			Enhancer
cg03977089	F			Enhancer
cg21637826	R	TBCD	NM_005993	Enhancer
cg13488570	F	SKI	NM_003036	Enhancer
cg09550397	F	UST	NM_005715	Enhancer
cg08594651	R			Enhancer
cg06285575	F	ZNF267	NM_003414	Enhancer
cg09234252	R			Enhancer
cg21280014	F	PTPRN2;PTPRN2;PTPRN2	NM_002847;NM_130842;NM_130843	Enhancer
cg18921306	R	POR	NM_000941	Enhancer
cg16022049	R	EMP1	NM_001423	Enhancer
cg05904016	F	ADAP1	NM_006869	Enhancer
cg06858555	F			Enhancer
cg06299192	R			Enhancer
cg22048405	R	KIAA1522	NM_020888	Enhancer
cg12847502	R			Enhancer
cg15809077	R			Enhancer
cg02863179	R	ARID5B	NM_032199	Enhancer
cg18826637	F			Enhancer
cg00624404	R			Enhancer
cg26676091	F			Enhancer
cg06499778	F			Enhancer
cg21517158	R	TBCD	NM_005993	Enhancer
cg19594626	R	VNN2;VNN2	NM_004665;NM_078488	Enhancer
cg26700919	R	C18orf1;C18orf1	NM_181482;NM_181481	Enhancer
cg13937905	R	RARG;RARG	NM_001042728;NM_000966	Enhancer
cg05147273	F	MXRA7;MXRA7;MXRA7	NM_001008528;NM_001008529;NM_198530	Enhancer
cg26091247	F			Enhancer
cg26427535	R			Enhancer
cg24310395	F	CX3CR1;CX3CR1;CX3CR1;CX3CR1	NM_001171174;NM_001171171;NM_001337;NM_001171172	Enhancer
cg07573872	R	SBNO2;SBNO2	NM_001100122;NM_014963	Enhancer
cg11775595	R	APC2	NM_005883	Enhancer
cg04938381	F	ARSG	NM_014960	Enhancer
cg05865340	R			Enhancer
cg19711815	R			Enhancer
cg00182893	R			Enhancer
cg24737408	R			Enhancer
cg21408581	R	RAB3GAP2	NM_012414	Enhancer
cg11298627	R	PLCXD3	NM_001005473	Enhancer
cg26704293	R			Enhancer
cg11538641	F	SIM1	NM_005068	Enhancer
cg06683177	F			Enhancer
cg06747543	R	ELL	NM_006532	Enhancer
cg03547355	R			Enhancer
cg05309989	R			Enhancer
cg06710195	R	VAV3	NM_006113	Enhancer
cg24686189	F			Enhancer
cg15231205	R			Enhancer
cg16658180	R			Enhancer
cg13086983	R	ECE1	NM_001113348	Enhancer
cg24828208	R	BOK	NM_032515	Enhancer
cg10327400	F	LRFN5	NM_152447	Enhancer
cg00851303	F			Enhancer
cg06822669	R			Enhancer
cg13622450	F			Enhancer
cg20946054	R	C1orf187	NM_198545	Enhancer
cg16778107	F	AXIN1;AXIN1	NM_003502;NM_181050	Enhancer
cg06207961	R			Enhancer
cg22540135	R			Enhancer
cg19369556	R	CDH13	NM_001257	Enhancer
cg21064916	F			Enhancer
cg16875864	R	RFTN1	NM_015150	Enhancer
cg00200755	F			Enhancer
cg26814100	F	MAP7	NM_003980	Enhancer
cg00387964	R	SORCS2	NM_020777	Enhancer
cg07169233	R	CSGALNACT1;CSGALNACT1;CSGALNACT1	NM_018371;NM_001130518;NR_024040	Enhancer
cg22702741	F	EXOC4	NM_021807	Enhancer
cg14651082	F			Enhancer
cg18562243	R	SOX2OT	NR_004053	Enhancer
cg07551060	F	GRK5	NM_005308	Enhancer
cg06684088	R			Enhancer
cg21678736	R	SEPT9;SEPT9	NM_001113491;NM_001113492	Enhancer
cg03634833	R	ADAP1	NM_006869	Enhancer
cg18149653	R			Enhancer
cg02919122	F			Enhancer
cg09807875	F	BMPER	NM_133468	Enhancer
cg07631309	F	GSTO1	NM_004832	Enhancer
cg12787209	F	SPINT1;SPINT1;SPINT1	NM_181642;NM_001032367;NM_003710	Enhancer
cg20464143	R	MYO10	NM_012334	Enhancer
cg19088635	F			Enhancer
cg02221520	F	TLR6	NM_006068	Enhancer
cg02333792	F	RASGRF1;RASGRF1;RASGRF1	NM_153815;NM_001145648;NM_002891	Enhancer
cg04233840	R	GATA4	NM_002052	Enhancer
cg06705017	R			Enhancer
cg24116687	R	PRDM1	NM_001198	Enhancer
cg05380019	R			Enhancer
cg02897989	F	PRRX1;PRRX1	NM_022716;NM_006902	Enhancer
cg23184653	F			Enhancer
cg01347048	R	SUFU	NM_016169	Enhancer
cg05098343	R	ELMO1	NM_014800	Enhancer
cg17173896	F	CCDC149	NM_173463	Enhancer
cg10446179	R	GJA1	NM_000165	Enhancer
cg04052706	F	ZFHX3;ZFHX3	NM_001164766;NM_006885	Enhancer
cg10192736	R	CNN2;CNN2	NM_004368;NM_201277	Enhancer
cg25391820	R	MATR3;SNHG4	NM_199189;NR_003141	Enhancer
cg11324712	R	C6orf176;C6orf176	NR_026860;NR_026861	Enhancer
cg24395117	F	CTTN;CTTN	NM_005231;NM_138565	Enhancer
cg26870936	F	RECQL5;LOC643008;LOC643008	NM_004259;NR_028439;NM_001162995	Enhancer
cg07741184	R			Enhancer
cg21814178	R			Enhancer
cg10343367	F	LOC732275	NR_024406	Enhancer
cg01825213	R			Enhancer
cg05314420	F	MAL;MAL;MAL;MAL	NM_022438;NM_022439;NM_022440;NM_002371	Enhancer
cg07068761	F			Enhancer
cg26547698	F	ANKRD11	NM_013275	Enhancer
cg25459450	R			Enhancer
cg25336892	R			Enhancer
cg15887927	R			Enhancer
cg17074431	F	IGF1R	NM_000875	Enhancer
cg02376282	F	HCCA2	NM_053005	Enhancer
cg14113958	R			Enhancer
cg08951051	R			Enhancer
cg01934709	R	RHBDL2	NM_017821	Enhancer
cg07744430	F			Enhancer
