IlmnID	Strand	UCSC_RefGene_Name	UCSC_RefGene_Accession	class
cg16047279	F	CCR7	NM_001838	Promoter
cg19168309	F	EIF4E;EIF4E;EIF4E;EIF4E;EIF4E	NM_001130679;NM_001968;NM_001968;NM_001130678;NM_001130679	Promoter
cg27467383	R	LGALS1	NM_002305	Promoter
cg09706122	F	ATP5G2;ATP5G2	NM_005176;NM_001002031	Promoter
cg00199007	R	SLC17A9	NM_022082	Promoter
cg24440941	R	HIST1H3E	NM_003532	Promoter
cg21200353	F	MCF2L2	NM_015078	Promoter
cg21890551	R			Promoter
cg02761940	R	ATL3	NM_015459	Promoter
cg09619786	F	RPP25	NM_017793	Promoter
cg02685896	F	PROCA1;PROCA1	NM_152465;NM_152465	Promoter
cg16410706	F	BATF3	NM_018664	Promoter
cg12551029	F	SLC16A1;SLC16A1;SLC16A1	NM_001166496;NM_003051;NM_001166496	Promoter
cg14676825	F	PROCA1	NM_152465	Promoter
cg17402397	F	SMTN;SMTN;SMTN	NM_134269;NM_134270;NM_006932	Promoter
cg26635451	F			Promoter
cg20007021	F	LTB4R2;LTB4R2;LTB4R2;LTB4R;CIDEB;CIDEB	NM_001164693;NM_019839;NM_001164692;NM_001143919;NM_014430;NM_014430	Promoter
cg20378070	F	DHX16;DHX16	NM_001164239;NM_003587	Promoter
cg08301299	F	RNPS1;RNPS1	NM_080594;NM_006711	Promoter
cg21296513	R	NRGN;NRGN	NM_001126181;NM_006176	Promoter
cg00000029	F	RBL2	NM_005611	Promoter
cg11847468	R	KLF6;KLF6;KLF6;KLF6	NR_027653;NM_001160124;NM_001160125;NM_001300	Promoter
cg05210798	R	FLJ36777	NR_027441	Promoter
cg01422262	R	VAV3	NM_006113	Promoter
cg22993195	R	AMIGO3;RNF123	NM_198722;NM_022064	Promoter
cg26457248	R	MBP;MBP	NM_001025101;NM_001025100	Promoter
cg01492656	R	N4BP2;LOC344967	NM_018177;NR_027277	Promoter
cg21332729	R			Promoter
cg05783290	F	GIMAP2	NM_015660	Promoter
cg14850784	F	UNKL	NM_023076	Promoter
cg15522171	R	ADC	NM_052998	Promoter
cg21489622	F	HIVEP2	NM_006734	Promoter
cg14771810	F	MYOZ3;MYOZ3	NM_133371;NM_001122853	Promoter
cg04879381	F	LITAF;LITAF;LITAF;LITAF	NM_004862;NM_001136472;NR_024320;NM_001136473	Promoter
cg00491180	F	TMPRSS8	NR_026864	Promoter
cg18303397	R	IFT122;IFT122;MBD4;IFT122;IFT122	NM_052990;NM_018262;NM_003925;NM_052985;NM_052989	Promoter
cg27494226	R			Promoter
cg00283283	R	PCDHGB5;PCDHGC3;PCDHGA6;PCDHGB4;PCDHGA8;PCDHGA12;PCDHGB3;PCDHGA5;PCDHGA1;PCDHGA11;PCDHGA3;PCDHGA2;PCDHGB6;PCDHGA11;PCDHGC5;PCDHGA4;PCDHGB2;PCDHGA10;PCDHGC4;PCDHGB7;PCDHGA9;PCDHGC3;PCDHGB1;PCDHGA7	NM_018925;NM_002588;NM_018919;NM_003736;NM_032088;NM_003735;NM_018924;NM_018918;NM_018912;NM_032092;NM_018916;NM_018915;NM_018926;NM_018914;NM_018929;NM_018917;NM_018923;NM_018913;NM_018928;NM_018927;NM_018921;NM_032403;NM_018922;NM_018920	Promoter
cg21238609	R	RARA	NM_000964	Promoter
cg18192294	R	RNLS;RNLS	NM_001031709;NM_018363	Promoter
cg24037916	R	WSB2	NM_018639	Promoter
cg14288091	F	NIPAL2	NM_024759	Promoter
cg16761581	R	ADCY4	NM_139247	Promoter
cg03539511	R	ATP5E;ATP5E	NM_001001977;NM_006886	Promoter
cg05419812	R			Promoter
cg25552843	F	ITPRIP	NM_033397	Promoter
cg07730673	R	PIGX;PIGX;C3orf34	NM_001166304;NM_017861;NM_032898	Promoter
cg11496630	F			Promoter
cg03912703	R	BTBD19	NM_001136537	Promoter
cg14819504	R	LY75	NM_002349	Promoter
cg25356715	F	CACNA2D4	NM_172364	Promoter
cg04329351	F	ANXA11;ANXA11;ANXA11	NM_145868;NM_145869;NM_001157	Promoter
cg17570276	R	EIF2AK1;EIF2AK1	NM_014413;NM_001134335	Promoter
cg21330896	F	ZNF395	NM_018660	Promoter
cg03665970	F	ANO8	NM_020959	Promoter
cg14846965	R	C18orf1;C18orf1;C18orf1;C18orf1	NM_001003674;NM_181481;NM_181482;NM_001003675	Promoter
cg23726566	R			Promoter
cg19350270	F	DPP4	NM_001935	Promoter
cg05590196	F	KIAA1522	NM_020888	Promoter
cg23522872	F			Promoter
cg23592730	F	SLFN5	NM_144975	Promoter
cg14877637	R	ATP6V1C1	NM_001695	Promoter
cg20143092	R	CD44;CD44;CD44;CD44;CD44	NM_001001389;NM_001001392;NM_001001391;NM_001001390;NM_000610	Promoter
cg09776718	R	PLEKHF1	NM_024310	Promoter
cg26082202	F	C14orf118;C14orf118	NM_017926;NM_017972	Promoter
cg09338875	R	ZNF500	NM_021646	Promoter
cg03444077	R			Promoter
cg24651977	F	TBC1D1	NM_015173	Promoter
cg19797049	R	DNAJC2;DNAJC2	NM_001129887;NM_014377	Promoter
cg08282819	F	IL21R;IL21R;IL21R	NM_021798;NM_181078;NM_181079	Promoter
cg16786868	F	HELZ	NM_014877	Promoter
cg10432360	R			Promoter
cg05392440	F			Promoter
cg20344326	F			Promoter
cg00553149	R	STAG3;STAG3;GPC2	NM_012447;NM_012447;NM_152742	Promoter
cg12086464	R	SH3BP2;SH3BP2;SH3BP2	NM_001145855;NM_001145855;NM_001122681	Promoter
cg14254720	R	LRRC8C	NM_032270	Promoter
cg20038493	R	RIPK3;RIPK3	NM_006871;NM_006871	Promoter
cg13151425	R	LFNG;LFNG;LFNG;LFNG	NM_001166355;NM_001040167;NM_001040168;NM_002304	Promoter
cg22595230	R	CENPB	NM_001810	Promoter
cg27131663	R	HIST1H2BN;HIST1H2AK	NM_003520;NM_003510	Promoter
cg07211044	R	TOX	NM_014729	Promoter
cg13879937	R	EHD4	NM_139265	Promoter
cg08909157	R	DOCK8;C9orf66;C9orf66	NM_203447;NM_152569;NM_152569	Promoter
cg04752257	R	TOMM20L	NM_207377	Promoter
cg05517233	F	SMAD5;SMAD5;SMAD5OS;SMAD5	NM_001001419;NM_001001420;NR_026763;NM_005903	Promoter
cg20618441	R	ZNF808	NM_001039886	Promoter
cg03763873	F	EPSTI1;EPSTI1	NM_033255;NM_001002264	Promoter
cg14340928	R	FLJ44606;FLJ44606	NM_001164478;NM_001164479	Promoter
cg26823162	R	HSPBP1;HSPBP1	NM_012267;NM_001130106	Promoter
cg05616858	R	ERBB2;PGAP3	NM_001005862;NM_033419	Promoter
cg20603260	F	C3orf62	NM_198562	Promoter
cg02794451	R	CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C	NM_001129846;NM_001129843;NM_001129838;NM_001129837;NM_199460;NM_001167623;NM_001129833;NM_001129834;NM_001167625;NM_001129836;NM_001129831;NM_001129841;NM_001129835;NM_001129842;NM_001129840;NM_001167624;NM_001129844;NM_001129827;NM_001129839;NM_001129832;NM_001129830;NM_000719;NM_001129829	Promoter
cg15844835	R	FCHSD1	NM_033449	Promoter
cg03740978	R	KCTD1;KCTD1;KCTD1	NM_001136205;NM_198991;NM_001142730	Promoter
cg27554237	R	SLC27A1	NM_198580	Promoter
cg09721427	R	HHEX	NM_002729	Promoter
cg00603274	R	FADS2	NM_004265	Promoter
cg22304169	R	CFLAR;CFLAR;CFLAR	NM_001127184;NM_001127183;NM_003879	Promoter
cg21962791	R	PYROXD1	NM_024854	Promoter
cg05363438	R	FBXO28;FBXO28	NM_015176;NM_001136115	Promoter
cg12233232	R	TTC17	NM_018259	Promoter
cg01244650	R	HIST1H2BJ	NM_021058	Promoter
cg00061413	R	PANK3	NM_024594	Promoter
cg09802389	R	ANXA5	NM_001154	Promoter
cg07066369	R	CCND2	NM_001759	Promoter
cg26037821	R	BLOC1S1	NM_001487	Promoter
cg00951395	F	KIAA1383	NM_019090	Promoter
cg01640437	R	SIPA1	NM_006747	Promoter
cg18408991	F			Promoter
cg21495622	F	SLC2A11;SLC2A11;SLC2A11;SLC2A11;SLC2A11	NM_001024938;NM_030807;NM_001024939;NM_030807;NM_001024938	Promoter
cg09133363	F			Promoter
cg26668713	R	SIPA1	NM_006747	Promoter
cg06817772	F	LIMA1;LIMA1	NM_001113546;NM_016357	Promoter
cg23558213	R	SLC25A17	NM_006358	Promoter
cg02778609	F	UBFD1;EARS2;EARS2	NM_019116;NR_003501;NM_001083614	Promoter
cg18848959	F	TAF4	NM_003185	Promoter
cg22480558	R	TNIP1	NM_006058	Promoter
cg10995755	R	TPRKB	NM_016058	Promoter
cg12151328	R	GTPBP8;GTPBP8	NM_138485;NM_014170	Promoter
cg18912520	R	FOXP4;FOXP4;FOXP4	NM_001012427;NM_138457;NM_001012426	Promoter
cg13837942	R	ZFP36L1	NM_004926	Promoter
cg08278892	R	RDH13;RDH13;RDH13;RDH13	NR_027382;NM_138412;NM_001145971;NR_027381	Promoter
cg26331343	R			Promoter
cg00403955	F	LITAF;LITAF;LITAF;LITAF	NM_001136473;NM_004862;NM_001136472;NR_024320	Promoter
cg05079544	R	N4BP1	NM_153029	Promoter
cg05968233	F	ALKBH7	NM_032306	Promoter
cg21144922	R	C1orf59;C1orf59	NM_144584;NM_001102592	Promoter
cg06297391	R	NHLRC4	NM_176677	Promoter
cg02374996	F	GADD45G	NM_006705	Promoter
cg27021520	R	CLASP2	NM_015097	Promoter
cg23404877	F	TGOLN2	NM_006464	Promoter
cg26084141	R	PDIA5;PDIA5	NM_006810;NR_028444	Promoter
cg01181817	F	MST1R	NM_002447	Promoter
cg27579711	R			Promoter
cg03991297	F	ZNF771;ZNF771	NM_001142305;NM_016643	Promoter
cg05117982	F	FOXK1	NM_001037165	Promoter
cg02226939	R	BLMH	NM_000386	Promoter
cg13940444	R	RARG	NM_000966	Promoter
cg08162803	F	TCIRG1	NM_006019	Promoter
cg12461469	R	RNF13;RNF13	NM_183381;NM_007282	Promoter
cg23274030	F	SFXN4	NM_213649	Promoter
cg23748340	R			Promoter
cg27515800	F	RNF122	NM_024787	Promoter
cg01901210	F	GRAMD3;GRAMD3;GRAMD3;GRAMD3	NM_001146319;NM_001146321;NM_023927;NM_001146320	Promoter
cg19654869	R			Promoter
cg10215401	R			Promoter
cg24120153	R	WDR11	NM_018117	Promoter
cg07347092	F	DNAH10	NM_207437	Promoter
cg10767045	F	MINPP1	NM_004897	Promoter
cg17469265	R	WDR19	NM_025132	Promoter
cg12582028	R	OAZ3;MRPL9	NM_001134939;NM_031420	Promoter
cg24313597	R			Promoter
cg14928057	R	INCA1;INCA1;CAMTA2;CAMTA2;CAMTA2;INCA1;CAMTA2;INCA1	NM_213726;NM_001167986;NM_001171167;NM_001171166;NM_015099;NM_001167987;NM_001171168;NM_001167985	Promoter
cg13583230	F	RIPK3	NM_006871	Promoter
cg25173405	R	C17orf57	NM_152347	Promoter
cg25572043	R	ANKRD28	NM_015199	Promoter
cg23938220	F	APC;APC;APC	NM_000038;NM_001127510;NM_001127511	Promoter
cg27422857	R			Promoter
cg02403180	F	EFEMP2	NM_016938	Promoter
cg03719155	F	ACP5;ACP5;ACP5;ACP5	NM_001111034;NM_001611;NM_001111035;NM_001111036	Promoter
cg02405517	F	SNAPC2;SNAPC2	NR_030717;NM_003083	Promoter
cg06600287	R	ECHDC2	NM_018281	Promoter
cg14450605	R	NCOA4;NCOA4;NCOA4;NCOA4	NM_005437;NM_001145263;NM_001145261;NM_001145260	Promoter
cg18943383	R	HIST1H3H	NM_003536	Promoter
cg23985995	R	SH3PXD2A	NM_014631	Promoter
cg15645685	R	PBX4	NM_025245	Promoter
cg25648267	R	PITX1	NM_002653	Promoter
cg00075467	F	TAF1B	NM_005680	Promoter
cg19250101	R	TMC4;TMC4	NM_144686;NM_001145303	Promoter
cg22927510	F	TYMP;TYMP;TYMP	NM_001113755;NM_001953;NM_001113756	Promoter
cg03147691	R	HSD11B1L;HSD11B1L;HSD11B1L;HSD11B1L;HSD11B1L;HSD11B1L	NM_198533;NM_198706;NM_198708;NM_198707;NM_198705;NM_198704	Promoter
cg13454226	R	KLF6;KLF6;KLF6;KLF6	NR_027653;NM_001160124;NM_001160125;NM_001300	Promoter
cg07908160	F	MKS1;MKS1	NM_001165927;NM_017777	Promoter
cg09570958	R	HS3ST3B1;MGC12916	NM_006041;NR_026880	Promoter
cg19038230	R	LRCH1;LRCH1;LRCH1	NM_001164213;NM_015116;NM_001164211	Promoter
cg27061249	R	PHACTR2;PHACTR2;PHACTR2;PHACTR2	NM_001100164;NM_001100166;NM_014721;NM_001100165	Promoter
cg04770550	R	VAV1	NM_005428	Promoter
cg11236311	R	RINT1	NM_021930	Promoter
cg03173570	R	SOD1	NM_000454	Promoter
cg09474229	F	RINL	NM_198445	Promoter
cg08450021	R			Promoter
cg07921314	F	NRF1	NM_005011	Promoter
cg06823034	F	LTB4R;LTB4R2;LTB4R2;LTB4R2;LTB4R;CIDEB	NM_001143919;NM_001164693;NM_019839;NM_001164692;NM_001143919;NM_014430	Promoter
cg02303805	F	EZH2;EZH2	NM_004456;NM_152998	Promoter
cg14189782	F	EHBP1L1	NM_001099409	Promoter
cg10571987	R	FOXP4;FOXP4;FOXP4	NM_001012427;NM_138457;NM_001012426	Promoter
cg06713116	R	LOC100132707;LOC100132707	NR_024476;NR_024477	Promoter
cg01770296	R	MIA3	NM_198551	Promoter
cg09322973	F	FAM66C	NR_026788	Promoter
cg13191008	R	TRIM68	NM_018073	Promoter
cg19057001	F	ANXA6;ANXA6	NM_001155;NM_004033	Promoter
cg00280758	R	NAA15	NM_057175	Promoter
cg00880074	F			Promoter
cg07362537	R	VPS52;RPS18	NM_022553;NM_022551	Promoter
cg16293631	R	IKZF3;IKZF3;IKZF3;IKZF3;IKZF3;IKZF3	NM_183232;NM_012481;NM_183231;NM_183230;NM_183228;NM_183229	Promoter
cg03761746	F	HIST1H1D	NM_005320	Promoter
cg18040225	R	CCNJ;CCNJ;CCNJ	NM_001134376;NM_001134375;NM_019084	Promoter
cg24670927	R	PTPLAD1	NM_016395	Promoter
cg11050793	F	NCOR2;NCOR2	NM_006312;NM_001077261	Promoter
cg03140412	R	SIGIRR;SIGIRR;SIGIRR	NM_001135053;NM_001135054;NM_021805	Promoter
cg26227225	R	C1orf86;LOC100128003;C1orf86	NM_001146310;NR_024445;NM_182533	Promoter
cg18558073	F	C15orf41	NM_001130010	Promoter
cg03731464	F	CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C	NM_001129846;NM_001129843;NM_001129838;NM_001129837;NM_199460;NM_001167623;NM_001129833;NM_001129834;NM_001167625;NM_001129836;NM_001129831;NM_001129841;NM_001129835;NM_001129842;NM_001129840;NM_001167624;NM_001129844;NM_001129827;NM_001129839;NM_001129832;NM_001129830;NM_000719;NM_001129829	Promoter
cg14636922	F	SARM1	NM_015077	Promoter
cg02871614	F	EMP3;EMP3	NM_001425;NM_001425	Promoter
cg27576946	F	TRIM65	NM_173547	Promoter
cg19697239	F	NINJ2	NM_016533	Promoter
cg01438286	R	PGBD2;PGBD2	NM_001017434;NM_170725	Promoter
cg18085400	F	SH3BP2	NM_001122681	Promoter
cg20631180	R	MAST3	NM_015016	Promoter
cg09432376	R	APOL6	NM_030641	Promoter
cg19516647	F	PANK4	NM_018216	Promoter
cg05170071	F			Promoter
cg24727203	F	PPP1R3B	NM_024607	Promoter
cg24408347	R	TEKT2;ADPRHL2	NM_014466;NM_017825	Promoter
cg14911689	F	NINJ2	NM_016533	Promoter
cg19984781	R	FLOT1	NM_005803	Promoter
cg09605317	R	DNAH3;TMEM159	NM_017539;NM_020422	Promoter
cg02363934	F	PKMYT1;PKMYT1	NM_182687;NM_004203	Promoter
cg06636678	R			Promoter
cg18425908	F	METTL14	NM_020961	Promoter
cg27199827	F	DTD1	NM_080820	Promoter
cg08552254	R	KDM4A	NM_014663	Promoter
cg14588411	F	SRI;SRI	NM_198901;NM_003130	Promoter
cg15550572	R	PRKCZ;PRKCZ;PRKCZ	NM_001033582;NM_002744;NM_001033581	Promoter
cg21989299	R	PCYOX1	NM_016297	Promoter
cg12850242	R	PCYOX1	NM_016297	Promoter
cg19701531	F	SRCRB4D;ZP3	NM_080744;NM_007155	Promoter
cg02874942	R	ACP5;ACP5;ACP5;ACP5	NM_001611;NM_001111036;NM_001111034;NM_001111035	Promoter
cg01533108	R	HIST1H2BJ	NM_021058	Promoter
cg21870038	R	RFFL;RFFL;RFFL	NM_001017368;NM_057178;NM_001017368	Promoter
cg15405432	F	FLJ44606;FLJ44606	NM_001164478;NM_001164479	Promoter
cg02272599	R	SPC24	NM_182513	Promoter
cg17508639	R	PINK1	NM_032409	Promoter
cg03284866	R			Promoter
cg19461320	R	DHX37	NM_032656	Promoter
cg25652029	R	ITGA4;ITGA4	NM_000885;NM_000885	Promoter
cg22697517	F	DBF4B;DBF4B	NM_145663;NM_025104	Promoter
cg22966060	R	HSD11B1L;HSD11B1L;HSD11B1L;HSD11B1L;HSD11B1L;HSD11B1L	NM_198533;NM_198706;NM_198708;NM_198707;NM_198705;NM_198704	Promoter
cg00807586	F	DLEC1;DLEC1	NM_007337;NM_007335	Promoter
cg18478850	F	FAM193B;FAM193B	NR_024019;NM_019057	Promoter
cg22857963	F	GLI4	NM_138465	Promoter
cg06382930	R	DPF2	NM_006268	Promoter
cg11960708	R			Promoter
cg12435415	R			Promoter
cg10548492	R	ACN9;ACN9	NM_020186;NM_020186	Promoter
cg10643271	F	SLC15A4	NM_145648	Promoter
cg06895640	F	C11orf75	NM_020179	Promoter
cg15414034	R	C19orf66	NM_018381	Promoter
cg26129545	F	CD74;CD74;CD74;CD74	NM_001025158;NM_001025158;NM_004355;NM_001025159	Promoter
cg04804877	F	EFCAB4B;EFCAB4B;EFCAB4B;EFCAB4B;EFCAB4B;EFCAB4B	NM_001144959;NM_001144958;NM_001144959;NM_032680;NM_032680;NM_001144958	Promoter
cg13431682	F	POLR3A	NM_007055	Promoter
cg02956255	F	HCP5	NM_006674	Promoter
cg00713939	R	NAPRT1	NM_145201	Promoter
cg22792785	R	LRRCC1;LRRCC1	NM_001077501;NM_033402	Promoter
cg20956634	R	TWF1	NM_002822	Promoter
cg25584814	R	MIER2	NM_017550	Promoter
cg10920297	R	SFRS2B;SFRS2B	NM_032102;NM_032102	Promoter
cg03505654	R	NLRP3;NLRP3	NM_001079821;NM_001127461	Promoter
cg02424715	F	JDP2;JDP2;JDP2	NM_001135047;NM_001135048;NM_130469	Promoter
cg20320656	F	LETMD1;LETMD1	NM_001024668;NM_015416	Promoter
cg13064658	R	LPGAT1;LPGAT1	NM_014873;NM_014873	Promoter
cg05605029	F	PIGL	NM_004278	Promoter
cg05428268	R	TAF6L	NM_006473	Promoter
cg23241878	F	CEACAM21;CEACAM21	NM_001098506;NM_033543	Promoter
cg20971407	R	BHLHE40	NM_003670	Promoter
cg08599448	F	ACP5;ACP5;ACP5;ACP5	NM_001611;NM_001111036;NM_001111034;NM_001111035	Promoter
cg18599155	R	ARL8B	NM_018184	Promoter
cg16842053	F	CARD11;CARD11	NM_032415;NM_032415	Promoter
cg12053762	F	RIC8B	NM_018157	Promoter
cg01198591	F	SNORA16A;SNHG12	NR_003035;NR_024127	Promoter
cg04337056	R	GFM1	NM_024996	Promoter
cg14050053	R	RFFL	NM_057178	Promoter
cg25794402	R	NCOA4;NCOA4;NCOA4;NCOA4	NM_005437;NM_001145263;NM_001145261;NM_001145260	Promoter
cg13066703	R	TRAF5;TRAF5;TRAF5	NM_004619;NM_145759;NM_001033910	Promoter
cg24577131	R	TXLNB	NM_153235	Promoter
cg16511229	F	MEST;MEST	NM_177524;NM_177524	Promoter
cg19103398	R	C3orf67	NM_198463	Promoter
cg04842553	R	CCDC104	NM_080667	Promoter
cg07645761	F	TMPRSS8	NR_026864	Promoter
cg03125427	F	CYBA	NM_000101	Promoter
cg04318855	R	DOCK10	NM_014689	Promoter
cg25195158	R			Promoter
cg07407787	F	ARSG;SLC16A6	NM_014960;NM_004694	Promoter
cg05460318	F	KIAA1383	NM_019090	Promoter
cg18110444	F	DARS	NM_001349	Promoter
cg09935540	F	DNAH3;TMEM159	NM_017539;NM_020422	Promoter
cg13118545	F	NFE2L3	NM_004289	Promoter
cg05339066	R	RNLS;RNLS	NM_001031709;NM_018363	Promoter
cg07216976	R	FAM160B1;FAM160B1	NM_020940;NM_001135051	Promoter
cg11571304	F	TRIM38	NM_006355	Promoter
cg20916578	F	LYPLA1	NM_006330	Promoter
cg01407927	R	C10orf76	NM_024541	Promoter
cg08670465	F	LCP2	NM_005565	Promoter
cg25951430	R	SLC43A3;SLC43A3;SLC43A3	NM_014096;NM_199329;NM_017611	Promoter
cg02288969	F	C1orf105;PIGC;PIGC	NM_139240;NM_153747;NM_002642	Promoter
cg03748376	F	OR2L13;OR2L13	NM_175911;NM_175911	Promoter
cg11788465	F	PITX1	NM_002653	Promoter
cg09281979	F	DCAF17;METTL8;DCAF17;DCAF17	NM_001164821;NM_024770;NM_025000;NR_028482	Promoter
cg19716018	R	RPS15	NM_001018	Promoter
cg14412622	R	MRPL19	NM_014763	Promoter
cg20172627	R			Promoter
cg26963545	F	NEURL4;NEURL4;GPS2	NM_001005408;NM_032442;NM_004489	Promoter
cg13793166	F	PHF19;PHF19	NM_001009936;NM_015651	Promoter
cg15088539	F			Promoter
cg25372693	R	B4GALT4;B4GALT4	NM_003778;NM_212543	Promoter
cg21582325	R			Promoter
cg07636688	R	SMC1B;RIBC2	NM_148674;NM_015653	Promoter
cg12927498	R	FCHSD1	NM_033449	Promoter
cg21565960	F			Promoter
cg20879468	R	SEC24A	NM_021982	Promoter
cg13853761	F	C11orf2	NM_013265	Promoter
cg08065229	R	C19orf44;CALR3	NM_032207;NM_145046	Promoter
cg10768391	R	GMPR	NM_006877	Promoter
cg21517055	F	C19orf57;CC2D1A	NM_024323;NM_017721	Promoter
cg13072717	F	ST6GAL1;ST6GAL1;ST6GAL1	NM_173216;NM_003032;NM_173217	Promoter
cg07450214	R	ANKRD26	NM_014915	Promoter
cg11315449	F			Promoter
cg09540111	F	ST6GAL1;ST6GAL1	NM_173216;NM_173217	Promoter
cg22325530	F	HVCN1;HVCN1	NM_032369;NM_001040107	Promoter
cg16362603	R	SEMA3G	NM_020163	Promoter
cg10375078	F			Promoter
cg27301343	F	EML2	NM_012155	Promoter
cg14307853	R	CKS2	NM_001827	Promoter
cg06813554	R	ABHD4	NM_022060	Promoter
cg02486421	F			Promoter
cg04920951	R	GSTP1;GSTP1	NM_000852;NM_000852	Promoter
cg11919138	R	ATP5E;ATP5E	NM_001001977;NM_006886	Promoter
cg14215472	F	ANKRD13B	NM_152345	Promoter
cg02583091	F	SLC39A4;SLC39A4	NM_130849;NM_017767	Promoter
cg10195295	F	LDHB	NM_002300	Promoter
cg09582042	F	GPR180	NM_180989	Promoter
cg01070095	F	SETD1A	NM_014712	Promoter
cg15800530	F	ZP3;ZP3;SRCRB4D	NM_007155;NM_007155;NM_080744	Promoter
cg13719443	F	LOC285847	NR_027117	Promoter
cg08377924	R	NBR1;TMEM106A;NBR1;NBR1	NM_031858;NM_145041;NM_031862;NM_005899	Promoter
cg01824172	F	HIPK2;HIPK2	NM_001113239;NM_022740	Promoter
cg11731626	F	TCIRG1	NM_006019	Promoter
cg17740327	F	BCL3	NM_005178	Promoter
cg02051239	R	BOLA3;BOLA3	NM_001035505;NM_212552	Promoter
cg13353337	R	LZTR1	NM_006767	Promoter
cg02905198	R	ATP5G2;ATP5G2	NM_005176;NM_001002031	Promoter
cg12686110	F	GSDMD	NM_001166237	Promoter
cg04118124	R	LEPRE1;LEPRE1	NM_022356;NM_001146289	Promoter
cg27546241	F	STXBP2;STXBP2	NM_001127396;NM_006949	Promoter
cg01806972	R	ACTN3;ZDHHC24	NM_001104;NM_207340	Promoter
cg24690094	R			Promoter
cg24722950	R			Promoter
cg20247048	R	FLJ32065	NR_026903	Promoter
cg23915527	F			Promoter
cg18265887	R	RAC2;RAC2	NM_002872;NM_002872	Promoter
cg25727025	R	LXN;LXN;GFM1	NM_020169;NM_020169;NM_024996	Promoter
cg19554457	F	NUDT4;NUDT4;NUDT4P1	NM_019094;NM_199040;NR_002212	Promoter
cg15001131	F			Promoter
cg02413285	F	PRNP;PRNP;PRNP;PRNP;PRNP	NM_001080121;NM_001080123;NM_000311;NM_001080122;NM_183079	Promoter
cg00145955	R	QPRT	NM_014298	Promoter
cg16831185	F	ATAD5	NM_024857	Promoter
cg20983112	R	DGAT2	NM_032564	Promoter
cg16323609	F	PRKAR2A	NM_004157	Promoter
cg00218406	R	HCP5	NM_006674	Promoter
cg27456382	F	OCIAD1;OCIAD1;OCIAD1;OCIAD1;OCIAD1;OCIAD1	NM_001079840;NM_017830;NM_001079842;NM_001079841;NM_001079839;NM_001168254	Promoter
cg14187895	F	ERBB2;PGAP3	NM_001005862;NM_033419	Promoter
cg22077361	R	FUCA1	NM_000147	Promoter
cg17181653	F	SF3B5	NM_031287	Promoter
cg11367633	R	CHD6	NM_032221	Promoter
cg04738877	F	GALC;GALC	NM_000153;NM_001037525	Promoter
cg18031747	R	FBXL12;FBXL12	NM_017703;NM_017703	Promoter
cg23247274	R	MRP63;MRP63;SKA3;SKA3;SKA3;SKA3	NM_024026;NM_024026;NM_001166017;NM_145061;NM_145061;NM_001166017	Promoter
cg12761825	R			Promoter
cg13519918	F			Promoter
cg26143752	F	ZNF512	NM_032434	Promoter
cg07523741	F	PKD2L2	NM_014386	Promoter
cg21172011	R			Promoter
cg20927242	F	HLA-F;HLA-F;HLA-F	NM_001098478;NM_001098479;NM_018950	Promoter
cg15442907	R	CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C	NM_001129846;NM_001129843;NM_001129838;NM_001129837;NM_199460;NM_001167623;NM_001129833;NM_001129834;NM_001167625;NM_001129836;NM_001129831;NM_001129841;NM_001129835;NM_001129842;NM_001129840;NM_001167624;NM_001129844;NM_001129827;NM_001129839;NM_001129832;NM_001129830;NM_000719;NM_001129829	Promoter
cg04086834	R	SMAP1;SMAP1	NM_001044305;NM_021940	Promoter
cg06907708	R	PDE4C;PDE4C;PDE4C	NM_001098819;NM_001098818;NM_000923	Promoter
cg02304226	R			Promoter
cg01184784	R	ID2	NM_002166	Promoter
cg17201651	F	XPNPEP1;XPNPEP1;XPNPEP1	NR_030724;NM_020383;NM_001167604	Promoter
cg08325383	R	NEAT1	NR_028272	Promoter
cg02264459	R			Promoter
cg02280532	F	LY75;LY75	NM_002349;NM_002349	Promoter
cg18151987	F	FER;FER	NM_005246;NM_005246	Promoter
cg11965365	F	C14orf2;C14orf2	NM_001127393;NM_004894	Promoter
cg26212328	F	SLC38A2	NM_018976	Promoter
cg11382082	F			Promoter
cg11948159	F	SSRP1	NM_003146	Promoter
cg01361068	F	FLJ42289;FLJ42289	NR_028139;NR_028140	Promoter
cg08918274	R	VIM;VIM	NM_003380;NM_003380	Promoter
