source	type	gene_id	gene_type	gene_name	hgnc_id	havana_gene	transcript_id	transcript_type	transcript_name
HAVANA	gene	ENSG00000286592	lncRNA	AL024495.1	NA	OTTHUMG00000150934.5	ENST00000665218.1	lncRNA	AL024495.1-202
HAVANA	gene	ENSG00000144452	protein_coding	ABCA12	HGNC:14637	OTTHUMG00000154801.4	ENST00000412081.1	protein_coding	ABCA12-203
HAVANA	gene	ENSG00000226278	unprocessed_pseudogene	PSPHP1	HGNC:9578	OTTHUMG00000156125.1	ENST00000450062.1	unprocessed_pseudogene	PSPHP1-201
HAVANA	gene	ENSG00000228314	transcribed_unprocessed_pseudogene	CYP4F29P	HGNC:2647	OTTHUMG00000074229.2	ENST00000436765.1	processed_transcript	CYP4F29P-203
HAVANA	gene	ENSG00000092051	protein_coding	JPH4	HGNC:20156	OTTHUMG00000028769.4	ENST00000553505.1	retained_intron	JPH4-204
HAVANA	gene	ENSG00000244503	processed_pseudogene	AC108751.5	NA	OTTHUMG00000159617.1	ENST00000492880.1	processed_pseudogene	AC108751.5-201
HAVANA	gene	ENSG00000162951	protein_coding	LRRTM1	HGNC:19408	OTTHUMG00000130021.9	ENST00000415098.1	protein_coding	LRRTM1-203
HAVANA	gene	ENSG00000125730	protein_coding	C3	HGNC:1318	OTTHUMG00000150335.7	ENST00000600744.1	protein_coding	C3-213
HAVANA	gene	ENSG00000180785	protein_coding	OR51E1	HGNC:15194	OTTHUMG00000157024.4	ENST00000396952.6	protein_coding	OR51E1-201
HAVANA	gene	ENSG00000015520	protein_coding	NPC1L1	HGNC:7898	OTTHUMG00000023691.3	ENST00000423141.1	protein_coding	NPC1L1-203
HAVANA	gene	ENSG00000173080	protein_coding	RXFP4	HGNC:14666	OTTHUMG00000017463.1	ENST00000368318.4	protein_coding	RXFP4-201
HAVANA	gene	ENSG00000175497	protein_coding	DPP10	HGNC:20823	OTTHUMG00000153294.10	ENST00000473362.1	retained_intron	DPP10-210
HAVANA	gene	ENSG00000259905	lncRNA	PWRN1	HGNC:33235	OTTHUMG00000173077.34	ENST00000568019.1	lncRNA	PWRN1-212
HAVANA	gene	ENSG00000100987	protein_coding	VSX1	HGNC:12723	OTTHUMG00000032111.6	ENST00000376707.4	protein_coding	VSX1-201
HAVANA	gene	ENSG00000065675	protein_coding	PRKCQ	HGNC:9410	OTTHUMG00000017623.2	ENST00000263125.10	protein_coding	PRKCQ-201
HAVANA	gene	ENSG00000130675	protein_coding	MNX1	HGNC:4979	OTTHUMG00000157181.5	ENST00000605400.1	retained_intron	MNX1-208
HAVANA	gene	ENSG00000248810	lncRNA	LINC02432	HGNC:53363	OTTHUMG00000161381.8	ENST00000652978.1	lncRNA	LINC02432-204
HAVANA	gene	ENSG00000006747	protein_coding	SCIN	HGNC:21695	OTTHUMG00000152385.5	ENST00000476649.1	retained_intron	SCIN-206
HAVANA	gene	ENSG00000170369	protein_coding	CST2	HGNC:2474	OTTHUMG00000032086.3	ENST00000304725.3	protein_coding	CST2-201
HAVANA	gene	ENSG00000043591	protein_coding	ADRB1	HGNC:285	OTTHUMG00000019079.2	ENST00000369295.4	protein_coding	ADRB1-201
HAVANA	gene	ENSG00000100314	protein_coding	CABP7	HGNC:20834	OTTHUMG00000151282.2	ENST00000216144.4	protein_coding	CABP7-201
HAVANA	gene	ENSG00000196616	protein_coding	ADH1B	HGNC:250	OTTHUMG00000161413.4	ENST00000504498.1	retained_intron	ADH1B-202
HAVANA	gene	ENSG00000130035	protein_coding	GALNT8	HGNC:4130	OTTHUMG00000166188.6	ENST00000541339.2	processed_transcript	GALNT8-204
HAVANA	gene	ENSG00000265618	lncRNA	AC002094.2	NA	OTTHUMG00000179413.1	ENST00000577850.1	lncRNA	AC002094.2-201
HAVANA	gene	ENSG00000261713	lncRNA	SSTR5-AS1	HGNC:26502	OTTHUMG00000172831.1	ENST00000624643.1	TEC	SSTR5-AS1-205
HAVANA	gene	ENSG00000168702	protein_coding	LRP1B	HGNC:6693	OTTHUMG00000131799.6	ENST00000486364.1	processed_transcript	LRP1B-205
HAVANA	gene	ENSG00000115112	protein_coding	TFCP2L1	HGNC:17925	OTTHUMG00000131443.3	ENST00000464621.1	retained_intron	TFCP2L1-202
HAVANA	gene	ENSG00000066405	protein_coding	CLDN18	HGNC:2039	OTTHUMG00000159762.4	ENST00000479660.1	nonsense_mediated_decay	CLDN18-203
HAVANA	gene	ENSG00000261829	lncRNA	AC009407.1	NA	OTTHUMG00000176272.1	ENST00000568958.1	lncRNA	AC009407.1-201
HAVANA	gene	ENSG00000111218	protein_coding	PRMT8	HGNC:5188	OTTHUMG00000128493.6	ENST00000261252.4	processed_transcript	PRMT8-201
HAVANA	gene	ENSG00000144229	protein_coding	THSD7B	HGNC:29348	OTTHUMG00000153590.4	ENST00000480352.1	retained_intron	THSD7B-205
HAVANA	gene	ENSG00000112414	protein_coding	ADGRG6	HGNC:13841	OTTHUMG00000015709.7	ENST00000497898.2	retained_intron	ADGRG6-209
HAVANA	gene	ENSG00000163285	protein_coding	GABRG1	HGNC:4086	OTTHUMG00000128609.2	ENST00000295452.5	protein_coding	GABRG1-201
HAVANA	gene	ENSG00000180509	protein_coding	KCNE1	HGNC:6240	OTTHUMG00000086236.5	ENST00000489175.1	processed_transcript	KCNE1-207
HAVANA	gene	ENSG00000189334	protein_coding	S100A14	HGNC:18901	OTTHUMG00000035030.5	ENST00000469571.1	processed_transcript	S100A14-205
HAVANA	gene	ENSG00000260878	lncRNA	AC104072.1	NA	OTTHUMG00000176306.1	ENST00000568817.1	lncRNA	AC104072.1-201
HAVANA	gene	ENSG00000269356	lncRNA	AL356740.2	NA	OTTHUMG00000182534.1	ENST00000601559.1	lncRNA	AL356740.2-201
HAVANA	gene	ENSG00000235049	lncRNA	LINC00940	HGNC:48634	OTTHUMG00000168112.1	ENST00000418006.1	lncRNA	LINC00940-201
HAVANA	gene	ENSG00000180745	protein_coding	CLRN3	HGNC:20795	OTTHUMG00000019253.2	ENST00000368671.4	protein_coding	CLRN3-201
HAVANA	gene	ENSG00000267259	lncRNA	ERVE-1	HGNC:14602	OTTHUMG00000179417.1	ENST00000592016.1	lncRNA	ERVE-1-201
HAVANA	gene	ENSG00000187546	protein_coding	AGMO	HGNC:33784	OTTHUMG00000152387.5	ENST00000498264.1	processed_transcript	AGMO-204
HAVANA	gene	ENSG00000196208	protein_coding	GREB1	HGNC:24885	OTTHUMG00000141276.8	ENST00000472040.1	retained_intron	GREB1-209
HAVANA	gene	ENSG00000260412	lncRNA	AL353746.1	NA	OTTHUMG00000175585.1	ENST00000566293.1	lncRNA	AL353746.1-201
HAVANA	gene	ENSG00000139540	protein_coding	SLC39A5	HGNC:20502	OTTHUMG00000156962.5	ENST00000447080.1	processed_transcript	SLC39A5-208
HAVANA	gene	ENSG00000196090	protein_coding	PTPRT	HGNC:9682	OTTHUMG00000033040.5	ENST00000485499.1	processed_transcript	PTPRT-208
HAVANA	gene	ENSG00000134193	protein_coding	REG4	HGNC:22977	OTTHUMG00000012175.3	ENST00000369401.4	protein_coding	REG4-203
HAVANA	gene	ENSG00000142677	protein_coding	IL22RA1	HGNC:13700	OTTHUMG00000003041.2	ENST00000270800.2	protein_coding	IL22RA1-201
HAVANA	gene	ENSG00000124939	protein_coding	SCGB2A1	HGNC:7051	OTTHUMG00000167506.3	ENST00000244930.6	protein_coding	SCGB2A1-201
HAVANA	gene	ENSG00000183134	protein_coding	PTGDR2	HGNC:4502	OTTHUMG00000167796.3	ENST00000332539.5	protein_coding	PTGDR2-201
HAVANA	gene	ENSG00000175445	protein_coding	LPL	HGNC:6677	OTTHUMG00000036645.9	ENST00000650478.1	nonsense_mediated_decay	LPL-208
HAVANA	gene	ENSG00000183454	protein_coding	GRIN2A	HGNC:4585	OTTHUMG00000129721.10	ENST00000637188.1	protein_coding	GRIN2A-213
HAVANA	gene	ENSG00000122012	protein_coding	SV2C	HGNC:30670	OTTHUMG00000162384.6	ENST00000506257.1	retained_intron	SV2C-203
HAVANA	gene	ENSG00000257259	lncRNA	LINC02388	HGNC:53315	OTTHUMG00000169964.5	ENST00000552201.1	lncRNA	LINC02388-202
HAVANA	gene	ENSG00000169676	protein_coding	DRD5	HGNC:3026	OTTHUMG00000128489.2	ENST00000304374.4	protein_coding	DRD5-201
HAVANA	gene	ENSG00000187550	protein_coding	SBK2	HGNC:34416	OTTHUMG00000155830.2	ENST00000413299.5	protein_coding	SBK2-202
HAVANA	gene	ENSG00000182674	protein_coding	KCNB2	HGNC:6232	OTTHUMG00000164498.3	ENST00000523207.2	protein_coding	KCNB2-201
HAVANA	gene	ENSG00000239389	protein_coding	PCDHA13	HGNC:8667	OTTHUMG00000129614.4	ENST00000617769.1	protein_coding	PCDHA13-203
HAVANA	gene	ENSG00000255521	lncRNA	AL356215.1	NA	OTTHUMG00000166326.2	ENST00000530263.1	lncRNA	AL356215.1-202
HAVANA	gene	ENSG00000179546	protein_coding	HTR1D	HGNC:5289	OTTHUMG00000003235.1	ENST00000374619.1	protein_coding	HTR1D-201
HAVANA	gene	ENSG00000120903	protein_coding	CHRNA2	HGNC:1956	OTTHUMG00000102083.11	ENST00000637361.1	processed_transcript	CHRNA2-213
HAVANA	gene	ENSG00000084453	protein_coding	SLCO1A2	HGNC:10956	OTTHUMG00000156259.10	ENST00000430803.1	protein_coding	SLCO1A2-207
HAVANA	gene	ENSG00000268112	lncRNA	AC008761.1	NA	OTTHUMG00000183201.1	ENST00000595363.1	lncRNA	AC008761.1-201
ENSEMBL	gene	ENSG00000007171	protein_coding	NOS2	HGNC:7873	OTTHUMG00000132445.3	ENST00000621962.1	protein_coding	NOS2-202
HAVANA	gene	ENSG00000184613	protein_coding	NELL2	HGNC:7751	OTTHUMG00000169464.2	ENST00000551949.1	protein_coding	NELL2-218
HAVANA	gene	ENSG00000229108	lncRNA	LINC02587	HGNC:50672	OTTHUMG00000152388.2	ENST00000663069.1	lncRNA	LINC02587-202
HAVANA	gene	ENSG00000140279	protein_coding	DUOX2	HGNC:13273	OTTHUMG00000131355.3	ENST00000558416.1	retained_intron	DUOX2-203
HAVANA	gene	ENSG00000150361	protein_coding	KLHL1	HGNC:6352	OTTHUMG00000017056.4	ENST00000377844.9	protein_coding	KLHL1-201
HAVANA	gene	ENSG00000256612	transcribed_unprocessed_pseudogene	CYP2B7P	HGNC:2616	OTTHUMG00000182706.6	ENST00000600518.2	retained_intron	CYP2B7P-205
HAVANA	gene	ENSG00000243810	lncRNA	CFAP61-AS1	HGNC:40731	OTTHUMG00000159256.1	ENST00000460400.1	lncRNA	CFAP61-AS1-201
ENSEMBL	gene	ENSG00000269964	protein_coding	MEI4	HGNC:43638	OTTHUMG00000153472.4	ENST00000649759.1	protein_coding	MEI4-202
HAVANA	gene	ENSG00000188959	protein_coding	C9orf152	HGNC:31455	OTTHUMG00000020478.2	ENST00000400613.4	protein_coding	C9orf152-201
HAVANA	gene	ENSG00000105388	protein_coding	CEACAM5	HGNC:1817	OTTHUMG00000151061.5	ENST00000595113.1	protein_coding	CEACAM5-205
HAVANA	gene	ENSG00000174948	protein_coding	GPR149	HGNC:23627	OTTHUMG00000159131.2	ENST00000389740.3	protein_coding	GPR149-201
HAVANA	gene	ENSG00000108846	protein_coding	ABCC3	HGNC:54	OTTHUMG00000162245.6	ENST00000504586.1	retained_intron	ABCC3-206
HAVANA	gene	ENSG00000253821	lncRNA	AC090796.1	NA	OTTHUMG00000164272.2	ENST00000668402.1	lncRNA	AC090796.1-203
HAVANA	gene	ENSG00000184408	protein_coding	KCND2	HGNC:6238	OTTHUMG00000156989.3	ENST00000473190.1	retained_intron	KCND2-203
HAVANA	gene	ENSG00000156076	protein_coding	WIF1	HGNC:18081	OTTHUMG00000168832.5	ENST00000546001.1	protein_coding	WIF1-203
HAVANA	gene	ENSG00000125999	protein_coding	BPIFB1	HGNC:16108	OTTHUMG00000032252.5	ENST00000464032.1	processed_transcript	BPIFB1-203
HAVANA	gene	ENSG00000188674	protein_coding	C2orf80	HGNC:34352	OTTHUMG00000154751.6	ENST00000449053.1	protein_coding	C2orf80-204
HAVANA	gene	ENSG00000261675	lncRNA	AL022313.4	NA	OTTHUMG00000176420.1	ENST00000562756.1	lncRNA	AL022313.4-201
HAVANA	gene	ENSG00000272163	lncRNA	AF106564.1	NA	OTTHUMG00000185424.2	ENST00000607058.1	lncRNA	AF106564.1-201
HAVANA	gene	ENSG00000268038	lncRNA	LINC01785	HGNC:25060	OTTHUMG00000182985.5	ENST00000660422.1	lncRNA	LINC01785-204
HAVANA	gene	ENSG00000157087	protein_coding	ATP2B2	HGNC:815	OTTHUMG00000128679.20	ENST00000480680.2	retained_intron	ATP2B2-208
HAVANA	gene	ENSG00000144331	protein_coding	ZNF385B	HGNC:26332	OTTHUMG00000154559.11	ENST00000438871.2	protein_coding	ZNF385B-205
HAVANA	gene	ENSG00000260701	lncRNA	AC025284.1	NA	OTTHUMG00000176820.2	ENST00000658875.1	lncRNA	AC025284.1-204
HAVANA	gene	ENSG00000229407	lncRNA	AL359853.1	NA	OTTHUMG00000035263.1	ENST00000415218.1	lncRNA	AL359853.1-202
HAVANA	gene	ENSG00000102854	protein_coding	MSLN	HGNC:7371	OTTHUMG00000047992.6	ENST00000561896.1	protein_coding	MSLN-203
HAVANA	gene	ENSG00000091664	protein_coding	SLC17A6	HGNC:16703	OTTHUMG00000166063.3	ENST00000648880.1	retained_intron	SLC17A6-203
HAVANA	gene	ENSG00000105048	protein_coding	TNNT1	HGNC:11948	OTTHUMG00000180542.8	ENST00000586282.1	retained_intron	TNNT1-205
HAVANA	gene	ENSG00000090932	protein_coding	DLL3	HGNC:2909	OTTHUMG00000183067.3	ENST00000205143.4	protein_coding	DLL3-201
HAVANA	gene	ENSG00000166104	transcribed_unprocessed_pseudogene	AC126323.1	NA	OTTHUMG00000173101.2	ENST00000570077.1	processed_transcript	AC126323.1-204
HAVANA	gene	ENSG00000124490	protein_coding	CRISP2	HGNC:12024	OTTHUMG00000014822.3	ENST00000339139.5	protein_coding	CRISP2-201
HAVANA	gene	ENSG00000089199	protein_coding	CHGB	HGNC:1930	OTTHUMG00000031821.4	ENST00000488832.1	processed_transcript	CHGB-203
HAVANA	gene	ENSG00000214274	protein_coding	ANG	HGNC:483	OTTHUMG00000029576.3	ENST00000397990.4	protein_coding	ANG-202
HAVANA	gene	ENSG00000156564	protein_coding	LRFN2	HGNC:21226	OTTHUMG00000014662.2	ENST00000338305.7	protein_coding	LRFN2-201
HAVANA	gene	ENSG00000286293	lncRNA	AP005901.5	NA	OTTHUMG00000194992.1	ENST00000667754.1	lncRNA	AP005901.5-201
HAVANA	gene	ENSG00000169071	protein_coding	ROR2	HGNC:10257	OTTHUMG00000020211.5	ENST00000493846.1	processed_transcript	ROR2-204
HAVANA	gene	ENSG00000105926	protein_coding	MPP6	HGNC:18167	OTTHUMG00000023507.11	ENST00000464384.2	nonsense_mediated_decay	MPP6-207
HAVANA	gene	ENSG00000110148	protein_coding	CCKBR	HGNC:1571	OTTHUMG00000133380.4	ENST00000532396.1	processed_transcript	CCKBR-205
HAVANA	gene	ENSG00000273295	lncRNA	AP000350.6	NA	OTTHUMG00000150777.2	ENST00000609510.1	lncRNA	AP000350.6-201
HAVANA	gene	ENSG00000013293	protein_coding	SLC7A14	HGNC:29326	OTTHUMG00000158941.3	ENST00000466168.1	processed_transcript	SLC7A14-202
HAVANA	gene	ENSG00000223770	lncRNA	CACNA2D1-AS1	HGNC:40120	OTTHUMG00000154779.1	ENST00000454066.1	lncRNA	CACNA2D1-AS1-202
HAVANA	gene	ENSG00000169727	protein_coding	GPS1	HGNC:4549	OTTHUMG00000178484.3	ENST00000583486.1	retained_intron	GPS1-218
HAVANA	gene	ENSG00000153404	protein_coding	PLEKHG4B	HGNC:29399	OTTHUMG00000161570.2	ENST00000504041.1	retained_intron	PLEKHG4B-203
HAVANA	gene	ENSG00000150394	protein_coding	CDH8	HGNC:1767	OTTHUMG00000137493.8	ENST00000582980.1	processed_transcript	CDH8-208
HAVANA	gene	ENSG00000237125	lncRNA	HAND2-AS1	HGNC:48872	OTTHUMG00000160783.9	ENST00000644952.1	lncRNA	HAND2-AS1-242
HAVANA	gene	ENSG00000177108	protein_coding	ZDHHC22	HGNC:20106	OTTHUMG00000171575.3	ENST00000555327.1	protein_coding	ZDHHC22-202
HAVANA	gene	ENSG00000287048	lncRNA	AC096589.2	NA	OTTHUMG00000194676.1	ENST00000665531.1	lncRNA	AC096589.2-201
HAVANA	gene	ENSG00000101746	protein_coding	NOL4	HGNC:7870	OTTHUMG00000132291.5	ENST00000588355.1	processed_transcript	NOL4-210
HAVANA	gene	ENSG00000233760	lncRNA	AC004947.1	NA	OTTHUMG00000152862.6	ENST00000430426.1	lncRNA	AC004947.1-203
HAVANA	gene	ENSG00000080644	protein_coding	CHRNA3	HGNC:1957	OTTHUMG00000143863.6	ENST00000559941.1	processed_transcript	CHRNA3-207
HAVANA	gene	ENSG00000139364	protein_coding	TMEM132B	HGNC:29397	OTTHUMG00000168520.2	ENST00000535886.2	processed_transcript	TMEM132B-205
HAVANA	gene	ENSG00000260774	lncRNA	AC021087.3	NA	OTTHUMG00000161585.1	ENST00000565521.1	retained_intron	AC021087.3-201
HAVANA	gene	ENSG00000255571	lncRNA	MIR9-3HG	HGNC:27388	OTTHUMG00000171992.43	ENST00000671447.1	lncRNA	MIR9-3HG-253
HAVANA	gene	ENSG00000135116	protein_coding	HRK	HGNC:5185	OTTHUMG00000169328.3	ENST00000586941.1	processed_transcript	HRK-204
ENSEMBL	gene	ENSG00000122584	protein_coding	NXPH1	HGNC:20693	OTTHUMG00000151941.4	ENST00000602349.2	protein_coding	NXPH1-205
HAVANA	gene	ENSG00000152969	protein_coding	JAKMIP1	HGNC:26460	OTTHUMG00000193376.2	ENST00000457227.2	processed_transcript	JAKMIP1-206
HAVANA	gene	ENSG00000223764	lncRNA	LINC02593	HGNC:53933	OTTHUMG00000040718.2	ENST00000432961.1	retained_intron	LINC02593-202
HAVANA	gene	ENSG00000240086	lncRNA	AC092969.1	NA	OTTHUMG00000159842.6	ENST00000473001.2	lncRNA	AC092969.1-204
HAVANA	gene	ENSG00000108849	protein_coding	PPY	HGNC:9327	OTTHUMG00000181800.2	ENST00000587006.2	protein_coding	PPY-202
HAVANA	gene	ENSG00000123838	protein_coding	C4BPA	HGNC:1325	OTTHUMG00000036173.6	ENST00000424088.1	nonsense_mediated_decay	C4BPA-203
HAVANA	gene	ENSG00000166862	protein_coding	CACNG2	HGNC:1406	OTTHUMG00000030612.3	ENST00000480002.1	processed_transcript	CACNG2-202
HAVANA	gene	ENSG00000175084	protein_coding	DES	HGNC:2770	OTTHUMG00000058924.4	ENST00000483395.1	retained_intron	DES-203
HAVANA	gene	ENSG00000164488	protein_coding	DACT2	HGNC:21231	OTTHUMG00000016046.3	ENST00000607983.1	protein_coding	DACT2-203
HAVANA	gene	ENSG00000233834	lncRNA	AC005083.1	NA	OTTHUMG00000152503.1	ENST00000439446.1	retained_intron	AC005083.1-203
HAVANA	gene	ENSG00000286891	lncRNA	AC080132.1	NA	OTTHUMG00000195387.1	ENST00000655512.1	lncRNA	AC080132.1-206
HAVANA	gene	ENSG00000134343	protein_coding	ANO3	HGNC:14004	OTTHUMG00000166096.7	ENST00000529242.1	processed_transcript	ANO3-203
HAVANA	gene	ENSG00000160867	protein_coding	FGFR4	HGNC:3691	OTTHUMG00000151523.6	ENST00000513423.1	retained_intron	FGFR4-215
HAVANA	gene	ENSG00000224223	lncRNA	VSTM2A-OT1	HGNC:50770	OTTHUMG00000156070.1	ENST00000456049.1	lncRNA	VSTM2A-OT1-201
HAVANA	gene	ENSG00000170373	protein_coding	CST1	HGNC:2473	OTTHUMG00000032085.2	ENST00000398402.1	protein_coding	CST1-202
HAVANA	gene	ENSG00000064655	protein_coding	EYA2	HGNC:3520	OTTHUMG00000033041.9	ENST00000475856.1	processed_transcript	EYA2-206
HAVANA	gene	ENSG00000080293	protein_coding	SCTR	HGNC:10608	OTTHUMG00000131407.4	ENST00000627145.1	protein_coding	SCTR-204
HAVANA	gene	ENSG00000144681	protein_coding	STAC	HGNC:11353	OTTHUMG00000130798.13	ENST00000465064.1	processed_transcript	STAC-205
HAVANA	gene	ENSG00000143217	protein_coding	NECTIN4	HGNC:19688	OTTHUMG00000031475.2	ENST00000486694.1	processed_transcript	NECTIN4-202
HAVANA	gene	ENSG00000287301	lncRNA	AC068075.2	NA	OTTHUMG00000195570.1	ENST00000653093.1	lncRNA	AC068075.2-201
HAVANA	gene	ENSG00000185742	protein_coding	C11orf87	HGNC:33788	OTTHUMG00000166559.2	ENST00000327419.7	protein_coding	C11orf87-201
HAVANA	gene	ENSG00000230148	lncRNA	HOXB-AS1	HGNC:43744	OTTHUMG00000132491.5	ENST00000502764.2	lncRNA	HOXB-AS1-202
HAVANA	gene	ENSG00000172020	protein_coding	GAP43	HGNC:4140	OTTHUMG00000133758.2	ENST00000393780.3	protein_coding	GAP43-202
HAVANA	gene	ENSG00000260220	protein_coding	CCDC187	HGNC:30942	OTTHUMG00000188591.3	ENST00000565954.1	processed_transcript	CCDC187-202
HAVANA	gene	ENSG00000174482	protein_coding	LINGO2	HGNC:21207	OTTHUMG00000019721.2	ENST00000493941.1	processed_transcript	LINGO2-203
HAVANA	gene	ENSG00000131482	protein_coding	G6PC	HGNC:4056	OTTHUMG00000180657.2	ENST00000588481.1	retained_intron	G6PC-203
HAVANA	gene	ENSG00000233508	lncRNA	AL021395.1	NA	OTTHUMG00000032498.3	ENST00000430025.1	lncRNA	AL021395.1-202
HAVANA	gene	ENSG00000167654	protein_coding	ATCAY	HGNC:779	OTTHUMG00000181836.6	ENST00000601323.1	processed_transcript	ATCAY-206
HAVANA	gene	ENSG00000229770	lncRNA	AL022337.1	NA	OTTHUMG00000151345.3	ENST00000434510.2	lncRNA	AL022337.1-203
HAVANA	gene	ENSG00000197261	protein_coding	C6orf141	HGNC:21351	OTTHUMG00000014820.6	ENST00000530382.1	retained_intron	C6orf141-207
HAVANA	gene	ENSG00000173930	protein_coding	SLCO4C1	HGNC:23612	OTTHUMG00000162757.2	ENST00000310954.7	protein_coding	SLCO4C1-201
HAVANA	gene	ENSG00000258818	protein_coding	RNASE4	HGNC:10047	OTTHUMG00000029575.5	ENST00000555597.1	protein_coding	RNASE4-202
HAVANA	gene	ENSG00000141579	protein_coding	ZNF750	HGNC:25843	OTTHUMG00000177822.4	ENST00000572562.1	protein_coding	ZNF750-202
HAVANA	gene	ENSG00000118432	protein_coding	CNR1	HGNC:2159	OTTHUMG00000015184.5	ENST00000551417.1	protein_coding	CNR1-207
HAVANA	gene	ENSG00000176887	protein_coding	SOX11	HGNC:11191	OTTHUMG00000090333.2	ENST00000322002.5	protein_coding	SOX11-201
HAVANA	gene	ENSG00000214319	processed_pseudogene	CXADRP1	HGNC:23770	OTTHUMG00000074204.1	ENST00000398098.2	processed_pseudogene	CXADRP1-201
HAVANA	gene	ENSG00000100665	protein_coding	SERPINA4	HGNC:8948	OTTHUMG00000170859.2	ENST00000298841.5	protein_coding	SERPINA4-201
HAVANA	gene	ENSG00000272321	lncRNA	AP003355.2	NA	OTTHUMG00000185509.1	ENST00000605923.1	lncRNA	AP003355.2-201
HAVANA	gene	ENSG00000164093	protein_coding	PITX2	HGNC:9005	OTTHUMG00000132837.9	ENST00000557119.2	protein_coding	PITX2-207
HAVANA	gene	ENSG00000146038	protein_coding	DCDC2	HGNC:18141	OTTHUMG00000016275.2	ENST00000436313.1	protein_coding	DCDC2-203
ENSEMBL	gene	ENSG00000126262	protein_coding	FFAR2	HGNC:4501	OTTHUMG00000183303.3	ENST00000246549.2	protein_coding	FFAR2-201
HAVANA	gene	ENSG00000259120	protein_coding	SMIM6	HGNC:40032	OTTHUMG00000179796.2	ENST00000579469.2	protein_coding	SMIM6-202
HAVANA	gene	ENSG00000214313	transcribed_unprocessed_pseudogene	AZGP1P1	HGNC:911	OTTHUMG00000156513.2	ENST00000411909.1	transcribed_unprocessed_pseudogene	AZGP1P1-201
HAVANA	gene	ENSG00000248685	lncRNA	LINC02484	HGNC:53459	OTTHUMG00000160362.5	ENST00000656859.1	lncRNA	LINC02484-203
HAVANA	gene	ENSG00000283559	transcribed_unprocessed_pseudogene	AC139491.6	NA	OTTHUMG00000191787.1	ENST00000637171.1	transcribed_unprocessed_pseudogene	AC139491.6-203
HAVANA	gene	ENSG00000133640	protein_coding	LRRIQ1	HGNC:25708	OTTHUMG00000166185.6	ENST00000602731.2	protein_coding	LRRIQ1-208
HAVANA	gene	ENSG00000106536	protein_coding	POU6F2	HGNC:21694	OTTHUMG00000150803.10	ENST00000426456.1	processed_transcript	POU6F2-203
HAVANA	gene	ENSG00000273409	lncRNA	LINC02712	HGNC:54229	OTTHUMG00000186084.3	ENST00000608214.2	lncRNA	LINC02712-201
HAVANA	gene	ENSG00000235295	lncRNA	LINC01634	HGNC:52421	OTTHUMG00000153506.1	ENST00000443243.1	lncRNA	LINC01634-201
HAVANA	gene	ENSG00000114251	protein_coding	WNT5A	HGNC:12784	OTTHUMG00000158361.6	ENST00000624674.1	processed_transcript	WNT5A-207
HAVANA	gene	ENSG00000081138	protein_coding	CDH7	HGNC:1766	OTTHUMG00000132800.4	ENST00000581601.1	processed_transcript	CDH7-204
HAVANA	gene	ENSG00000136542	protein_coding	GALNT5	HGNC:4127	OTTHUMG00000131965.3	ENST00000461704.1	processed_transcript	GALNT5-202
HAVANA	gene	ENSG00000140015	protein_coding	KCNH5	HGNC:6254	OTTHUMG00000029041.6	ENST00000394964.3	retained_intron	KCNH5-202
HAVANA	gene	ENSG00000234423	lncRNA	LINC01250	HGNC:49844	OTTHUMG00000151427.2	ENST00000667683.1	lncRNA	LINC01250-202
HAVANA	gene	ENSG00000198848	protein_coding	CES1	HGNC:1863	OTTHUMG00000176718.4	ENST00000566555.1	processed_transcript	CES1-208
HAVANA	gene	ENSG00000163288	protein_coding	GABRB1	HGNC:4081	OTTHUMG00000044269.7	ENST00000510909.1	nonsense_mediated_decay	GABRB1-204
HAVANA	gene	ENSG00000130208	protein_coding	APOC1	HGNC:607	OTTHUMG00000180844.2	ENST00000592176.1	nonsense_mediated_decay	APOC1-207
HAVANA	gene	ENSG00000151572	protein_coding	ANO4	HGNC:23837	OTTHUMG00000170465.8	ENST00000550015.1	processed_transcript	ANO4-207
ENSEMBL	gene	ENSG00000136698	protein_coding	CFC1	HGNC:18292	OTTHUMG00000131628.3	ENST00000615342.4	protein_coding	CFC1-202
HAVANA	gene	ENSG00000175329	protein_coding	ISX	HGNC:28084	OTTHUMG00000150962.3	ENST00000404699.7	protein_coding	ISX-202
HAVANA	gene	ENSG00000015413	protein_coding	DPEP1	HGNC:3002	OTTHUMG00000138052.4	ENST00000564645.1	retained_intron	DPEP1-206
HAVANA	gene	ENSG00000116990	protein_coding	MYCL	HGNC:7555	OTTHUMG00000009243.7	ENST00000450953.3	protein_coding	MYCL-204
HAVANA	gene	ENSG00000267215	lncRNA	AC040963.1	NA	OTTHUMG00000180032.13	ENST00000669170.1	lncRNA	AC040963.1-212
HAVANA	gene	ENSG00000253428	lncRNA	LINC01942	HGNC:52766	OTTHUMG00000163336.1	ENST00000521373.1	lncRNA	LINC01942-201
HAVANA	gene	ENSG00000171903	protein_coding	CYP4F11	HGNC:13265	OTTHUMG00000182294.5	ENST00000591841.1	protein_coding	CYP4F11-204
HAVANA	gene	ENSG00000287927	lncRNA	AC100801.2	NA	OTTHUMG00000195610.1	ENST00000656790.1	lncRNA	AC100801.2-201
HAVANA	gene	ENSG00000143869	protein_coding	GDF7	HGNC:4222	OTTHUMG00000090781.4	ENST00000272224.5	protein_coding	GDF7-201
