IlmnID	Strand	UCSC_RefGene_Name	UCSC_RefGene_Accession	class
cg14020052	F	HDAC4	NM_006037	Body
cg06023661	F	NOTCH4	NM_004557	Body
cg23733052	F	TMEM132D	NM_133448	Body
cg16325174	F	FAM155A	NM_001080396	Body
cg24923516	F	CYP27C1	NM_001001665	Body
cg22155724	F	RGS14	NM_006480	Body
cg01263386	F	SLC8A2	NM_015063	Body
cg11591325	F	F2R	NM_001992	Body
cg09975219	F	ATP11A;ATP11A	NM_015205;NM_032189	Body
cg25054754	R	PALLD;PALLD;PALLD;PALLD	NM_001166110;NM_016081;NM_001166109;NM_001166108	Body
cg00102996	R	GADD45G	NM_006705	Body
cg05040501	F	CCDC88C	NM_001080414	Body
cg17246382	R	DNAJA4;DNAJA4	NM_018602;NM_001130182	Body
cg11817899	F	SORCS1;SORCS1	NM_052918;NM_001013031	Body
cg09132607	R	PLEKHH2;LOC728819	NM_172069;NM_001101330	Body
cg12284235	R	ADARB2	NM_018702	Body
cg01303480	F	RIPK4	NM_020639	Body
cg02317955	F	MIR657;AATK	NR_030394;NM_001080395	Body
cg11225751	R	PRAME;PRAME;PRAME;PRAME;LOC648691;PRAME;PRAME;PRAME;PRAME	NM_206956;NM_006115;NM_206954;NM_006115;NR_027426;NM_206955;NM_206953;NM_206954;NM_206953	Body
cg01584103	F	CALN1;CALN1	NM_001017440;NM_031468	Body
cg26839512	R	SPATA18	NM_145263	Body
cg10130374	F	ARHGEF7;ARHGEF7;ARHGEF7;ARHGEF7;ARHGEF7	NM_001113511;NM_001113513;NM_001113512;NM_003899;NM_145735	Body
cg17469359	F	POU6F2;POU6F2	NM_007252;NM_001166018	Body
cg20014398	R	PAX6;PAX6;PAX6	NM_001604;NM_001127612;NM_000280	Body
cg04541368	F	FLJ42709;FLJ42709	NR_021490;NR_021491	Body
cg03743205	F	ZFPM1	NM_153813	Body
cg05552184	R	SDK2	NM_001144952	Body
cg15605858	R	APBA2;APBA2	NM_001130414;NM_005503	Body
cg20512044	R	NIN;NIN;NIN;NIN	NM_182946;NM_016350;NM_020921;NM_182944	Body
cg03449456	F	PRDM16;PRDM16	NM_022114;NM_199454	Body
cg00790395	R	CYP26C1	NM_183374	Body
cg11975980	F	TINAG;TINAG	NM_014464;NM_014464	Body
cg16681083	F	ERI3	NM_024066	Body
cg01774894	F	LOC404266;LOC404266;LOC404266;LOC404266;HOXB6;LOC404266	NR_033203;NR_033205;NR_033204;NR_033201;NM_018952;NR_033202	Body
cg10364115	R	LFNG;LFNG;LFNG;LFNG	NM_001166355;NM_001040167;NM_001040168;NM_002304	Body
cg08182193	F	CRIP2	NM_001312	Body
cg18582992	F	SHF	NM_138356	Body
cg00559992	F	PIK3R1	NM_181523	Body
cg16258657	F	RBMS3;RBMS3;RBMS3	NM_001003792;NM_001003793;NM_014483	Body
cg10543634	R	IQCH	NM_001031715	Body
cg04770020	F	TPO;TPO;TPO;TPO	NM_175719;NM_000547;NM_175721;NM_175722	Body
cg14655590	F	WNK2	NM_006648	Body
cg26316946	R	GRIK2;GRIK2;GRIK2;GRIK2;GRIK2;GRIK2	NM_175768;NM_021956;NM_175768;NM_001166247;NM_021956;NM_001166247	Body
cg16200879	F	STAP2;STAP2	NM_001013841;NM_017720	Body
cg02407342	F	GFAP;GFAP	NM_001131019;NM_002055	Body
cg20036996	F	PUF60;PUF60;PUF60	NM_014281;NM_078480;NM_001136033	Body
cg03014934	R	MIR548F5;NBEA;MAB21L1	NR_031646;NM_015678;NM_005584	Body
cg14676407	R	CPXM2;CPXM2	NM_198148;NM_198148	Body
cg19759671	F	MGC45800	NR_027107	Body
cg00021256	R	FEV	NM_017521	Body
cg25762679	F	VCAM1;VCAM1;VCAM1;VCAM1	NM_080682;NM_001078;NM_001078;NM_080682	Body
cg07608848	F	PXDN	NM_012293	Body
cg22851420	F	HPCAL4	NM_016257	Body
cg27219841	R	CCDC64B	NM_001103175	Body
cg25590114	F	HCCA2	NM_053005	Body
cg08684580	F	BAIAP2L1	NM_018842	Body
cg09803262	R	DLX6AS	NR_015448	Body
cg12317414	R	SYNPO2L;SYNPO2L	NM_024875;NM_001114133	Body
cg16054907	R	MAPK11	NM_002751	Body
cg02435495	F	HNF1B;HNF1B	NM_000458;NM_001165923	Body
cg20299703	F	DNAJC6	NM_014787	Body
cg17916490	R	NTSR2	NM_012344	Body
cg03329755	R	RPS6KA2	NM_001006932	Body
cg16695758	F	WNK4	NM_032387	Body
cg11718501	F	BSX	NM_001098169	Body
cg07197230	F	CECR2	NM_031413	Body
cg02724472	R	LRRC17;FBXL13;LRRC17;FBXL13	NM_005824;NM_145032;NM_001031692;NM_001111038	Body
cg19295951	F	DUOX1;DUOX1;DUOXA1;DUOXA1	NM_175940;NM_017434;NM_144565;NM_144565	Body
cg14509967	F	LOC404266;LOC404266;LOC404266;LOC404266;HOXB6;LOC404266	NR_033203;NR_033205;NR_033204;NR_033201;NM_018952;NR_033202	Body
cg10307052	F	DHRS7B	NM_015510	Body
cg01872024	R	AMOTL1	NM_130847	Body
cg01883777	F	H1F0	NM_005318	Body
cg02094500	F	KHDRBS2	NM_152688	Body
cg23169883	R	ADAMTS14;ADAMTS14	NM_080722;NM_139155	Body
cg20540714	F	TFAP2A;TFAP2A	NM_001042425;NM_003220	Body
cg27513979	F	HS6ST3	NM_153456	Body
cg16789592	F	PYY;NAGS	NM_004160;NM_153006	Body
cg03774463	R	DLX6AS;DLX6	NR_015448;NM_005222	Body
cg12915892	R	NCKAP5;NCKAP5	NM_207363;NM_207481	Body
cg17928147	R	NFIX	NM_002501	Body
cg11180624	R	DYNC1I1;DYNC1I1;DYNC1I1	NM_001135557;NM_004411;NM_001135556	Body
cg11707067	R	MZF1;MZF1;LOC100131691	NM_198055;NM_003422;NR_027334	Body
cg05906024	F	SLIT3	NM_003062	Body
cg14196395	R	DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF	NM_001130455;NM_001130979;NM_001130980;NM_001130982;NM_001130976;NM_001130987;NM_001130986;NM_001130981;NM_001130984;NM_001130983;NM_001130978;NM_001130985;NM_003494;NM_001130977	Body
cg01972751	R	OLIG3	NM_175747	Body
cg09324735	F	TOLLIP	NM_019009	Body
cg18373623	F	FBXL7	NM_012304	Body
cg27137084	R	TMEM132C	NM_001136103	Body
cg16353800	R	ZADH2	NM_175907	Body
cg07765706	R	KCNQ3	NM_004519	Body
cg19070138	R	TMEM132D	NM_133448	Body
cg16676676	F	OBSCN	NM_001098623	Body
cg00250743	F	FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2	NM_001144914;NM_001144915;NM_022970;NM_001144913;NM_001144916;NM_000141;NM_001144917;NM_001144919;NM_001144918	Body
cg01990593	F	ADAMTS12	NM_030955	Body
cg25147376	R	ILDR2	NM_199351	Body
cg01202150	R	PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA6;PCDHA1;PCDHA9;PCDHA5;PCDHA13;PCDHA3;PCDHA13;PCDHA10	NM_018910;NM_018903;NM_018909;NM_018901;NM_018907;NM_018902;NM_018911;NM_031411;NM_018905;NM_031849;NM_018900;NM_031857;NM_018908;NM_031865;NM_018906;NM_018904;NM_031860	Body
cg23430594	R	GALNT9	NM_001122636	Body
cg15586054	R	PDE10A;PDE10A	NM_001130690;NM_006661	Body
cg13689699	R	RXRA	NM_002957	Body
cg26542218	F	GLT1D1	NM_144669	Body
cg26183708	R	MUC21	NM_001010909	Body
cg26365090	F	TOX2;TOX2;TOX2;TOX2	NM_001098796;NM_001098797;NM_001098798;NM_032883	Body
cg10259889	R	SH2B2	NM_020979	Body
cg18675097	F	NKAPL;NKAPL	NM_001007531;NM_001007531	Body
cg22806907	F	PLEKHH3	NM_024927	Body
cg10750464	F	CCDC151	NM_145045	Body
cg04138112	R	DUSP27	NM_001080426	Body
cg02947670	F	EFCAB5	NM_198529	Body
cg14328415	F	LCN12	NM_178536	Body
cg00711072	R	LOC404266;HOXB5;LOC404266;LOC404266;LOC404266	NR_033204;NM_002147;NR_033201;NR_033203;NR_033202	Body
cg12434889	F	PTPRN2;PTPRN2;PTPRN2	NM_002847;NM_130842;NM_130843	Body
cg10136560	F	MAML3	NM_018717	Body
cg17342132	F	NR3C1;NR3C1;NR3C1;NR3C1;NR3C1;NR3C1;NR3C1	NM_001018076;NM_000176;NM_001024094;NM_001020825;NM_001018075;NM_001018077;NM_001018074	Body
cg21220520	F	C14orf105;C14orf105	NM_018168;NM_018168	Body
cg20072171	R	FEZF2	NM_018008	Body
cg19267163	F	NKAIN2	NM_001040214	Body
cg15054077	F	NFIX	NM_002501	Body
cg21553700	R	TNK2;TNK2	NM_001010938;NM_005781	Body
cg09774842	F	OXT	NM_000915	Body
cg12848808	R	LBXCOR1	NM_001031807	Body
cg14359435	R	USP2;USP2	NM_004205;NM_171997	Body
cg05668703	R	BAHCC1	NM_001080519	Body
cg01439631	F	SCLY	NM_016510	Body
cg26429499	F	SHANK2	NM_012309	Body
cg25073705	R	AP2A2	NM_012305	Body
cg13058710	F	SOX9	NM_000346	Body
cg03156170	F	MSI2;MSI2	NM_138962;NM_170721	Body
cg25233685	F	LTBP4;LTBP4;LTBP4	NM_001042545;NM_001042544;NM_003573	Body
cg10987720	R	COL23A1	NM_173465	Body
cg06329735	R	KLHL35	NM_001039548	Body
cg22337438	R	NLRP12;NLRP12	NM_144687;NM_144687	Body
cg25476766	R	SOX1;SOX1	NM_005986;NM_005986	Body
cg21883598	F	DUOX2	NM_014080	Body
cg09284949	R	SHANK1	NM_016148	Body
cg15684702	F	PTCH2;PTCH2	NM_001166292;NM_003738	Body
cg14425564	R	LHX2	NM_004789	Body
cg02322365	R	LOC283867	NR_027755	Body
cg11353647	F	PTPRN2;PTPRN2;PTPRN2	NM_002847;NM_130842;NM_130843	Body
cg06040034	F	DLGAP2	NM_004745	Body
cg09872928	R	DPCR1	NM_080870	Body
cg06324373	R	CRTAC1	NM_018058	Body
cg04056576	R	PPM1L	NM_139245	Body
cg00300794	R	CACNA1H;CACNA1H	NM_021098;NM_001005407	Body
cg24875017	R	ESPNP	NR_026567	Body
cg24301620	F	GRIK2;GRIK2;GRIK2;GRIK2;GRIK2;GRIK2	NM_175768;NM_021956;NM_175768;NM_001166247;NM_021956;NM_001166247	Body
cg24270629	F	DCC	NM_005215	Body
cg16048915	R	TMEM132D	NM_133448	Body
cg03775416	R	HAPLN4	NM_023002	Body
cg05822532	R	ELN;ELN;ELN;ELN;ELN	NM_000501;NM_001081753;NM_001081752;NM_001081754;NM_001081755	Body
cg18878992	R	MAPT;MAPT;LOC100128977;LOC100130148;MAPT;MAPT;MAPT;MAPT	NM_001123067;NM_016835;NR_024559;NR_024560;NM_016834;NM_016841;NM_005910;NM_001123066	Body
cg12934258	F	SYTL3	NM_001009991	Body
cg01149677	F	MAPK8IP3;MAPK8IP3	NM_001040439;NM_015133	Body
cg24324837	R	CCDC155;CCDC155	NM_144688;NM_144688	Body
cg21707172	R	TIAM2;TIAM2	NM_012454;NM_001010927	Body
cg10527300	F	COL4A1	NM_001845	Body
cg25683185	R	ACRBP	NM_032489	Body
cg03861532	R	PMEPA1;PMEPA1;PMEPA1;PMEPA1	NM_199171;NM_199170;NM_199169;NM_020182	Body
cg04698114	F	SALL1;SALL1;SALL1	NM_002968;NM_001127892;NM_001127892	Body
cg10860819	R	LRRK2	NM_198578	Body
cg13934553	F	PLEKHG5;PLEKHG5;PLEKHG5;PLEKHG5;PLEKHG5	NM_001042664;NM_001042665;NM_198681;NM_020631;NM_001042663	Body
cg00543073	F	BCL11A;BCL11A;BCL11A	NM_022893;NM_138559;NM_018014	Body
cg24885650	R	CUGBP2;CUGBP2	NM_006561;NM_001025077	Body
cg21320334	R	RIT2;RIT2	NM_002930;NM_002930	Body
cg17278864	F	RICH2	NM_014859	Body
cg20174636	F	SPEG	NM_005876	Body
cg14254126	F	VAV2;VAV2	NM_001134398;NM_003371	Body
cg05570237	R	CYYR1	NM_052954	Body
cg19384540	F	ZNF536	NM_014717	Body
cg26894839	F	LPCAT1	NM_024830	Body
cg25735305	F	ESAM	NM_138961	Body
cg27627209	R	CPA2	NM_001869	Body
cg05121480	F	SST	NM_001048	Body
cg15703357	F	NEURL3	NR_026875	Body
cg01310473	R	CCDC146;FGL2	NM_020879;NM_006682	Body
cg05688136	F	SPHKAP;SPHKAP	NM_001142644;NM_030623	Body
cg13616314	F	HS3ST3A1	NM_006042	Body
cg15994744	R	DIO2;DIO2;DIO2	NM_000793;NM_001007023;NM_013989	Body
cg05924489	F	AMT;AMT;AMT;NICN1;AMT;AMT;AMT;AMT;AMT;AMT	NR_028435;NM_000481;NM_000481;NM_032316;NM_001164712;NM_001164710;NM_001164712;NM_001164711;NM_001164711;NM_001164710	Body
cg25438801	F	DIP2C	NM_014974	Body
cg08497487	R	RNF39;RNF39	NM_170769;NM_025236	Body
cg20458433	F	SDK2	NM_001144952	Body
cg06862374	R	WNT6	NM_006522	Body
cg04124626	F	PLCXD3	NM_001005473	Body
cg24128943	F	KCTD1;KCTD1;KCTD1	NM_001142730;NM_001136205;NM_198991	Body
cg20801007	R	EFCAB4A	NM_173584	Body
cg11139090	F	UNC5A	NM_133369	Body
cg23756474	R	PCSK2	NM_002594	Body
cg00594129	F	EBF1	NM_024007	Body
cg16371229	R	PCNXL2	NM_014801	Body
cg04337594	R	AP2A2	NM_012305	Body
cg23241448	F	NXN	NM_022463	Body
cg15878616	F	SUMO1P1	NR_002189	Body
cg21717724	F	PSMD5;LOC253039	NM_005047;NR_024408	Body
cg25898092	R	TMEM233	NM_001136534	Body
cg25416149	R	RPH3AL	NM_006987	Body
cg04784101	R	RHOD	NM_014578	Body
cg15028507	R	C7orf50;C7orf50;C7orf50	NM_001134395;NM_032350;NM_001134396	Body
cg25143235	R	CHD5	NM_015557	Body
cg19156875	R	MAPT;MAPT;MAPT;MAPT;LOC100130148;MAPT;MAPT	NM_001123067;NM_016835;NM_016834;NM_001123066;NR_024560;NM_005910;NM_016841	Body
cg26160008	R	TNFRSF1A;TNFRSF1A	NM_001065;NM_001065	Body
cg08408994	F	ALX4	NM_021926	Body
cg00576650	R	DSCAM	NM_001389	Body
cg04255230	F	LBX2	NM_001009812	Body
cg01626681	R	CCDC151	NM_145045	Body
cg25994622	R	PGLYRP2	NM_052890	Body
cg25948031	F	EBF1	NM_024007	Body
cg08358907	F	FCHO1;FCHO1;FCHO1;FCHO1	NM_015122;NM_001161358;NM_001161359;NM_001161357	Body
cg26676468	F	MCC;MCC	NM_002387;NM_001085377	Body
cg13166748	F	HERC2	NM_004667	Body
cg18680834	F	ZNF536;ZNF536	NM_014717;NM_014717	Body
cg01575590	F	KCNQ2;KCNQ2;KCNQ2;KCNQ2;KCNQ2	NM_172108;NM_172106;NM_172107;NM_172109;NM_004518	Body
cg23786625	F	SORCS3	NM_014978	Body
cg09545579	F	BAHCC1	NM_001080519	Body
cg24792717	R	PCDHA6;PCDHA2;PCDHA1;PCDHA7;PCDHA1;PCDHA6;PCDHA5;PCDHA9;PCDHA9;PCDHA3;PCDHA4;PCDHA8	NM_031849;NM_018905;NM_031411;NM_018910;NM_018900;NM_018909;NM_018908;NM_031857;NM_014005;NM_018906;NM_018907;NM_018911	Body
cg01407254	R	DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF;DYSF	NM_001130455;NM_001130979;NM_001130980;NM_001130982;NM_001130976;NM_001130987;NM_001130986;NM_001130981;NM_001130984;NM_001130983;NM_001130978;NM_001130985;NM_003494;NM_001130977	Body
cg15796818	F	PXDN	NM_012293	Body
cg00814218	F	SLC25A21;SLC25A21	NM_030631;NM_001171170	Body
cg14996783	R	TRIL	NM_014817	Body
cg04622200	F	ADAMTS17	NM_139057	Body
cg16382030	R	PROX1	NM_002763	Body
cg08871608	F	CNTD2	NM_024877	Body
cg09791440	F	PAX7;PAX7;PAX7	NM_013945;NM_002584;NM_001135254	Body
cg18790741	F	NUP210	NM_024923	Body
cg18784435	R	CRMP1	NM_001014809	Body
cg11222217	R	CASZ1;CASZ1	NM_017766;NM_001079843	Body
cg11358114	R	SIX2	NM_016932	Body
cg21687300	F	NRD1;NRD1	NM_002525;NM_001101662	Body
cg18404308	R	CNGA3;CNGA3;CNGA3;CNGA3	NM_001298;NM_001079878;NM_001298;NM_001079878	Body
cg14848685	F	KIAA1244	NM_020340	Body
cg04513549	F	ADARB2	NM_018702	Body
cg13851989	R	CER1	NM_005454	Body
cg09752271	R	PATE3;PATE3	NM_001129883;NM_001129883	Body
cg01566127	R	MACROD1	NM_014067	Body
cg25980637	R	FLJ37453	NR_024279	Body
cg13715631	R	PITX1	NM_002653	Body
cg21174686	R	NFIB	NM_005596	Body
cg20391432	R	CRIM1	NM_016441	Body
cg17408185	R	FAM171A1	NM_001010924	Body
cg17208060	R	GREB1;GREB1;GREB1	NM_148903;NM_148903;NM_014668	Body
cg26279336	F	LOC404266;LOC404266;LOC404266;LOC404266;HOXB6;LOC404266	NR_033203;NR_033205;NR_033204;NR_033201;NM_018952;NR_033202	Body
cg24835159	R	RNF43;RNF43	NM_017763;NM_017763	Body
cg23356505	F	UTRN	NM_007124	Body
cg13922901	F	COL23A1	NM_173465	Body
cg12716639	F	USP2;USP2	NM_004205;NM_171997	Body
cg09861583	R	RAMP1	NM_005855	Body
cg13953735	R	EHD2	NM_014601	Body
cg06773116	F	KCNIP4;KCNIP4;KCNIP4;KCNIP4;KCNIP4	NM_147183;NM_001035003;NM_025221;NM_001035004;NM_147182	Body
cg16126286	R	SDCCAG8	NM_006642	Body
cg01164344	F	NRG3;NRG3;NRG3	NM_001165972;NM_001010848;NM_001165973	Body
cg06366833	R	ODZ3	NM_001080477	Body
cg23998726	F	SNTG2	NM_018968	Body
cg26110562	R	AGAP1;AGAP1	NM_014914;NM_001037131	Body
cg10044575	F	CACNA1H;CACNA1H	NM_021098;NM_001005407	Body
cg04132452	R	PPM1L	NM_139245	Body
cg11904906	R	LOC151174;LOC643387;LOC151174	NR_026926;NR_026923;NR_026925	Body
cg14383422	F	AOX1	NM_001159	Body
cg14516100	R	SORBS2;SORBS2;SORBS2;SORBS2;SORBS2;SORBS2;SORBS2;SORBS2	NM_001145670;NM_001145673;NM_001145671;NM_001145675;NM_003603;NM_021069;NM_001145672;NM_001145674	Body
cg08801446	F	CRIM1	NM_016441	Body
cg02837536	R	AJAP1;AJAP1	NM_018836;NM_001042478	Body
cg25745379	F	GPR12	NM_005288	Body
cg06059147	R	PADI1	NM_013358	Body
cg21838625	R	ATP2B2;ATP2B2	NM_001683;NM_001001331	Body
cg07890839	R	SMAD3	NM_005902	Body
cg08613144	F	LYPD1;LYPD1;LYPD1	NM_001077427;NM_001077427;NM_144586	Body
cg19925849	F	CACNG7	NM_031896	Body
cg03416562	F	CADM2;CADM2	NM_001167675;NM_001167674	Body
cg08521225	R	TTR	NM_000371	Body
cg11468148	R	DIP2C	NM_014974	Body
cg26622634	R	GFRA1;GFRA1;GFRA1	NM_001145453;NM_005264;NM_145793	Body
cg00601836	R	ESR1;ESR1;ESR1;ESR1	NM_001122740;NM_001122741;NM_000125;NM_001122742	Body
cg09951047	F	C9orf3;MIR24-1	NM_032823;NR_029496	Body
cg00590260	F	DIP2C	NM_014974	Body
cg21047695	F	NKAIN3	NM_173688	Body
cg26014413	R	PRDM16;PRDM16	NM_022114;NM_199454	Body
cg03958512	F	TNS3	NM_022748	Body
cg01924448	F	NFIB	NM_005596	Body
cg11400774	F	MEX3A	NM_001093725	Body
cg07135614	R	FOXL2;FOXL2	NM_023067;NM_023067	Body
cg25499397	F	GPR62	NM_080865	Body
cg07613945	F	PCDHGA4;PCDHGA6;PCDHGA9;PCDHGA1;PCDHGA8;PCDHGA5;PCDHGB1;PCDHGB6;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB6;PCDHGB5;PCDHGB3	NM_018917;NM_018919;NM_018921;NM_018912;NM_032088;NM_018918;NM_018922;NM_018926;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_032100;NM_018925;NM_018924	Body
cg12573705	R	MIR548F5;NBEA;MAB21L1	NR_031646;NM_015678;NM_005584	Body
cg04125765	F	ADAMTS17	NM_139057	Body
cg20308679	F	FRZB;FRZB	NM_001463;NM_001463	Body
cg22446206	F	HMCN1	NM_031935	Body
cg22459630	R	LBXCOR1	NM_001031807	Body
cg09535960	F	LOXL2	NM_002318	Body
cg03761750	R	VWF	NM_000552	Body
cg13901526	F	GYPC;GYPC	NM_016815;NM_002101	Body
cg19927816	R	SYMPK;RSPH6A	NM_004819;NM_030785	Body
cg24000859	R	WBSCR17	NM_022479	Body
cg10509407	F	CALN1;CALN1	NM_001017440;NM_031468	Body
cg20483324	F	FAM194B;FAM194B	NM_182542;NM_182542	Body
cg05513806	R	SOX2OT	NR_004053	Body
cg18612209	R	INPP5A	NM_005539	Body
cg11118171	R	DPCR1	NM_080870	Body
cg14909329	F	STK32C	NM_173575	Body
cg26995255	F	OR10C1	NM_013941	Body
cg21424209	F	SASH1	NM_015278	Body
cg03731458	F	CUGBP2;CUGBP2;CUGBP2;CUGBP2	NM_001025076;NM_006561;NM_001025077;NM_001083591	Body
cg03459312	R	WWC2;C4orf38	NM_024949;NR_024008	Body
cg24008358	R	TMEM132D	NM_133448	Body
cg20017132	R	CALHM3	NM_001129742	Body
cg02375347	F	AGAP1;AGAP1	NM_014914;NM_001037131	Body
cg04191403	F	JPH3	NM_020655	Body
cg06279276	R	B3GNT9	NM_033309	Body
cg09096031	F	RFTN2;RFTN2	NM_144629;NM_144629	Body
cg22891070	F	HIF3A;HIF3A	NM_152795;NM_022462	Body
cg15123692	F	KLHL29	NM_052920	Body
cg23797020	F	MAD1L1;MAD1L1;MAD1L1	NM_003550;NM_001013837;NM_001013836	Body
cg02474193	F	CYP2F1	NM_000774	Body
cg00002033	R	LRFN1	NM_020862	Body
cg14121142	R	DDN	NM_015086	Body
cg15678844	R	MYO3A	NM_017433	Body
cg03329597	F	MYH15	NM_014981	Body
cg00675891	F	MCF2L;MCF2L	NM_001112732;NM_024979	Body
cg21399040	F	FAT1	NM_005245	Body
cg01723706	F	LOC285419	NR_027105	Body
cg24607535	R	CDH26;CDH26	NM_177980;NM_177980	Body
cg08104492	R	SND1	NM_014390	Body
cg27600813	R	RCVRN	NM_002903	Body
cg23304605	F	CCDC88C	NM_001080414	Body
cg17519949	R	NOTCH3	NM_000435	Body
cg06482904	F	C11orf9;C11orf9	NM_013279;NM_001127392	Body
cg24771804	F	ONECUT2	NM_004852	Body
cg00249511	R	SCT;SCT	NM_021920;NM_021920	Body
cg19605788	R	CNTD2	NM_024877	Body
cg22861561	F	COL2A1;COL2A1	NM_001844;NM_033150	Body
cg02828564	R	ZCCHC14	NM_015144	Body
cg02051771	R	PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA6;PCDHA1;PCDHA9;PCDHA5;PCDHA13;PCDHA3;PCDHA13;PCDHA10	NM_018910;NM_018903;NM_018909;NM_018901;NM_018907;NM_018902;NM_018911;NM_031411;NM_018905;NM_031849;NM_018900;NM_031857;NM_018908;NM_031865;NM_018906;NM_018904;NM_031860	Body
cg04498418	R	GRIK2;GRIK2;GRIK2	NM_001166247;NM_175768;NM_021956	Body
cg24426072	F	TRIL	NM_014817	Body
cg20623601	R	EPAS1	NM_001430	Body
cg02495310	R	PITX1	NM_002653	Body
cg22800590	F	PROX1	NM_002763	Body
cg18882407	F	MAP1LC3C	NM_001004343	Body
cg12032027	R	ZNF217	NM_006526	Body
cg22290744	R	EVC2;EVC2	NM_001166136;NM_147127	Body
cg01270593	F	ABHD12B;ABHD12B	NM_181533;NM_181814	Body
cg06113789	F	TTBK1	NM_032538	Body
cg14825340	R	ADRA1A;ADRA1A;ADRA1A;ADRA1A	NM_033302;NM_033304;NM_033303;NM_000680	Body
cg18794473	F	ZFHX4	NM_024721	Body
cg01397679	R	NKX2-2	NM_002509	Body
cg23712018	F	RNF39;RNF39	NM_170769;NM_025236	Body
cg27021986	R	LTK;LTK;LTK	NM_206961;NM_001135685;NM_002344	Body
cg14211930	F	FBP1;FBP1;FBP1	NM_001127628;NM_001127628;NM_000507	Body
cg20559405	F	PTPRG	NM_002841	Body
cg03862854	F	C20orf56	NR_001558	Body
cg18200783	R	CHN2;CHN2	NM_001039936;NM_004067	Body
cg26268145	F	PDE2A;PDE2A;PDE2A;PDE2A	NM_001143839;NR_026572;NM_001146209;NM_002599	Body
cg11017086	R	SLC26A1	NM_134425	Body
cg09636715	R	HOXA10	NM_153715	Body
cg07385694	R	GALNT9	NM_001122636	Body
cg08840441	R	GMIP	NM_016573	Body
cg21055684	F	EFNA5	NM_001962	Body
cg12584111	F	MOXD2	NR_024346	Body
cg15909132	F	FAM171A2	NM_198475	Body
cg00570628	R	USH1C;USH1C	NM_153676;NM_005709	Body
cg05888872	R	FRMD4A	NM_018027	Body
cg06623827	F	DRD1;DRD1	NM_000794;NM_000794	Body
cg22088248	F	ZADH2	NM_175907	Body
cg13101963	R	MGAT5B;MGAT5B	NM_144677;NM_198955	Body
cg05060949	F	MNX1;MNX1	NM_001165255;NM_005515	Body
cg10026317	R	TAL1;TAL1	NM_003189;NM_003189	Body
cg07204353	F	OSBP2	NM_030758	Body
cg04484550	R	FLJ42875	NR_015440	Body
cg20315150	R	CREB5;CREB5;CREB5	NM_004904;NM_182899;NM_182898	Body
cg05204104	R	ARL4C;ARL4C	NM_005737;NM_005737	Body
cg26504021	R	IRX2;IRX2;C5orf38	NM_033267;NM_001134222;NM_178569	Body
cg18161890	R	KRT72;KRT72;KRT72;KRT72;KRT72;KRT72	NM_001146226;NM_001146226;NM_080747;NM_080747;NM_001146225;NM_001146225	Body
cg16640855	R	NEUROD1	NM_002500	Body
cg14892768	R	AXL;AXL	NM_021913;NM_001699	Body
cg02789362	F	C6orf97	NM_025059	Body
cg24632241	R	CTNNA2;LRRTM1;CTNNA2	NM_004389;NM_178839;NM_001164883	Body
cg22871253	R	EZR;EZR	NM_003379;NM_001111077	Body
cg26416971	F	RNU5E;RNU5D;CKMT2;CKMT2;CKMT2	NR_002754;NR_002755;NM_001825;NM_001099735;NM_001099736	Body
cg06931515	F	SGIP1	NM_032291	Body
cg20916120	F	NELL1;NELL1	NM_006157;NM_201551	Body
cg00485202	R	ADAMTS17	NM_139057	Body
cg23005797	R	C2orf48	NM_182626	Body
cg22376822	F	ZBTB16;ZBTB16	NM_006006;NM_001018011	Body
cg21341928	R	PABPC3;PABPC3	NM_030979;NM_030979	Body
cg18652900	R	PGLYRP2	NM_052890	Body
cg11901695	R	SNTG2	NM_018968	Body
cg13877502	F	KANK1;KANK1	NM_153186;NM_015158	Body
cg20564913	F	FGFRL1;FGFRL1;FGFRL1;FGFRL1	NM_001004358;NM_021923;NM_021923;NM_001004356	Body
cg26075417	R	PTPRN2;PTPRN2;PTPRN2	NM_002847;NM_130842;NM_130843	Body
cg18356785	R	C1QTNF4	NM_031909	Body
cg25276694	F	FBXO2	NM_012168	Body
cg05750047	R	MTMR11;MTMR11;MTMR11	NM_001145862;NM_181873;NM_181873	Body
cg16112129	R	DRD1;DRD1	NM_000794;NM_000794	Body
cg12364324	F	FGF18	NM_003862	Body
cg25085369	R	DCHS2;DCHS2	NM_017639;NM_001142552	Body
cg23634087	F	ZFP64	NM_199427	Body
cg08112929	F	ADAMTS17	NM_139057	Body
